Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
1969280,"Iggy Peck, Architect: A Picture Book (The Questioneers)",Andrea Beaty,"Beaty, Andrea",David Roberts,"=""081091106X""","=""9780810911062""",5,4.42,Abrams Books for Young Readers,Hardcover,32,2007,2007,,2017/02/15,,,read,,,,1,0
22566044,"Fluency (Confluence, #1)",Jennifer Foehner Wells,"Wells, Jennifer Foehner",,"=""0990479803""","=""9780990479802""",4,3.83,Blue Bedlam,Kindle Edition,250,2014,2014,2017/05/04,2017/04/18,,,read,,,,1,0
17349,The Demon-Haunted World: Science as a Candle in the Dark,Carl Sagan,"Sagan, Carl",Ann Druyan,"=""0345409469""","=""9780345409461""",0,4.29,Ballantine Books,Paperback,459,1997,1995,,2017/04/28,to-read,to-read (#110),to-read,,,,0,0
2112128,GURPS Martial Arts: Exotic Combat Systems from All Cultures,C.J. Carella,"Carella, C.J.",,"=""1556341911""","=""9781556341915""",0,3.53,Steve Jackson Games,Paperback,0,1990,1991,,2017/02/13,forgot,forgot (#112),read,,,,1,0
18908446,How to Live Forever,Johnny B. Truant,"Truant, Johnny B.",,"=""""","=""""",0,4.01,,Kindle Edition,11,2014,2012,,2017/04/12,to-read,to-read (#109),to-read,,,,0,0
13297958,Disobey,Johnny B. Truant,"Truant, Johnny B.",,"=""""","=""""",0,3.98,,Kindle Edition,13,2011,2011,,2017/04/12,to-read,to-read (#108),to-read,,,,0,0
18901427,"You Are Dying, and Your World Is a Lie",Johnny B. Truant,"Truant, Johnny B.",,"=""""","=""""",0,3.86,Amazon Digital Services,Kindle Edition,9,2014,2012,,2017/04/12,to-read,to-read (#107),to-read,,,,0,0
13628888,The Universe Doesn't Give a Flying Fuck About You,Johnny B. Truant,"Truant, Johnny B.",,"=""""","=""""",0,3.77,Sterling & Stone,Kindle Edition,13,2014,2012,,2017/04/12,to-read,to-read (#106),to-read,,,,0,0
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",3,4.37,Beacon Press,Paperback,165,2006,1946,2017/04/11,2017/02/11,,,read,,,,1,0
24970,Either/Or: A Fragment of Life,Søren Kierkegaard,"Kierkegaard, Søren","Alastair Hannay, Victor Eremita","=""""","=""""",0,4.16,Penguin Classics,Paperback,633,1992,1843,,2017/04/10,to-read,to-read (#105),to-read,,,,0,0
24965,Fear and Trembling,Søren Kierkegaard,"Kierkegaard, Søren",Alastair Hannay,"=""0143037579""","=""9780143037576""",0,4.00,Penguin Books,Paperback,152,2006,1843,,2017/04/10,to-read,to-read (#104),to-read,,,,0,0
7147831,"Min kamp 1 (Min kamp, #1)",Karl Ove Knausgård,"Knausgård, Karl Ove",,"=""8252574580""","=""9788252574586""",0,4.10,Forlaget Oktober,Hardcover,435,2009,2009,,2017/04/05,to-read,to-read (#103),to-read,,,,0,0
287219,Philippe Halsman's Jump Book,Philippe Halsman,"Halsman, Philippe",Mike Wallace,"=""0810923386""","=""9780810923386""",4,4.51,Harry N. Abrams,Paperback,96,1986,1986,,2017/02/15,,,read,,,,1,0
25943103,Super Happy Magic Forest,Matty Long,"Long, Matty",,"=""0545860598""","=""9780545860598""",5,4.11,Scholastic Press,Hardcover,32,2016,2015,,2017/02/15,,,read,,,,1,0
23341839,Rude Cakes,Rowboat Watkins,"Watkins, Rowboat",,"=""1452138516""","=""9781452138510""",5,3.67,Chronicle Books,Hardcover,40,2015,2015,,2017/03/11,,,read,,,,1,0
7286699,The Thing Beneath the Bed (The Adventures of the Princess and Mr. Whiffle #1),Patrick Rothfuss,"Rothfuss, Patrick",Nate  Taylor,"=""1596063130""","=""9781596063136""",0,4.28,Subterranean,Hardcover,68,2010,2010,,2017/03/21,to-read,to-read (#102),to-read,,,,0,0
21032488,"The Doors of Stone (The Kingkiller Chronicle, #3)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""0575081449""","=""9780575081444""",0,3.53,Gollancz,Hardcover,896,,,,2017/03/21,to-read,to-read (#101),to-read,,,,0,0
21535271,"The Slow Regard of Silent Things (The Kingkiller Chronicle, #2.5)",Patrick Rothfuss,"Rothfuss, Patrick",Nate Taylor,"=""0756410436""","=""9780756410438""",0,3.86,DAW Books,Hardcover,159,2014,2014,,2017/03/21,to-read,to-read (#100),to-read,,,,0,0
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""075640407X""","=""9780756404079""",5,4.52,Penguin Group DAW,Hardcover,662,2007,2007,,2017/02/13,,,read,,,,1,0
2545,The Treasured Writings of Kahlil Gibran,Kahlil Gibran,"Gibran, Kahlil",,"=""089009389X""","=""9780890093894""",0,4.44,Castle Books,Hardcover,902,2009,1947,2017/03/21,2017/02/11,did-not-finish,did-not-finish (#7),read,,,,1,0
34490192,Soonish: Ten Emerging Technologies That'll Improve and/or Ruin Everything,Kelly Weinersmith,"Weinersmith, Kelly",Zach Weinersmith,"=""0399563822""","=""9780399563829""",0,3.94,Penguin Press,Hardcover,368,2017,2017,,2017/03/13,to-read,to-read (#99),to-read,,,,0,0
2213661,The Graveyard Book,Neil Gaiman,"Gaiman, Neil",Dave McKean,"=""0060530928""","=""9780060530921""",0,4.15,HarperCollins,Hardcover,312,2008,2008,,2017/03/02,to-read,to-read (#98),to-read,,,,0,0
6693,Fantastic Mr. Fox,Roald Dahl,"Dahl, Roald",Quentin Blake,"=""0375822070""","=""9780375822070""",2,4.08,Knopf Books for Young Readers,Hardcover,96,2002,1970,,2017/03/01,,,read,,,,1,0
564258,How To Raise An Amazing Child the Montessori Way,Tim Seldin,"Seldin, Tim",,"=""075662505X""","=""9780756625054""",0,3.98,DK,Paperback,192,2006,2006,2017/03/01,2017/02/24,did-not-finish,did-not-finish (#6),read,,,,1,0
813214,The Mist,Stephen  King,"King, Stephen",,"=""""","=""""",0,3.93,Signet,Paperback,176,2007,1980,,2017/02/28,to-read,to-read (#97),to-read,,,,0,0
13573584,Survival of the Filthiest: A Get Fuzzy Collection (Volume 17),Darby Conley,"Conley, Darby",,"=""1449421903""","=""9781449421908""",3,4.20,Andrews McMeel Publishing,Paperback,128,2012,2012,,2017/02/24,,,read,,,,1,0
31950745,Super Happy Magic Forest Slug Of Doom,Matty Long,"Long, Matty",,"=""0192742981""","=""9780192742988""",0,4.21,Oxford University Press,Paperback,32,2016,2016,,2017/02/15,to-read,to-read (#96),to-read,,,,0,0
425818,"How to Catch a Star (The Boy, #1)",Oliver Jeffers,"Jeffers, Oliver",,"=""0007228074""","=""9780007228072""",0,4.20,HarperCollinsChildren'sBooks ,Hardcover,32,2006,2004,,2017/02/15,to-read,to-read (#95),to-read,,,,0,0
28686931,A Child of Books,Oliver Jeffers,"Jeffers, Oliver",Sam Winston,"=""0763690775""","=""9780763690779""",0,4.13,Candlewick Press,Hardcover,40,2016,2016,,2017/02/15,to-read,to-read (#94),to-read,,,,0,0
245276,In the American West,Richard Avedon,"Avedon, Richard",Richard Avedon,"=""0810911051""","=""9780810911055""",5,4.43,Harry N Abrams,Hardcover,172,1985,1993,,2017/02/15,,,read,,,,2,0
3187541,The Maltese Falcon,Dashiell Hammett,"Hammett, Dashiell",,"=""0955636906""","=""9780955636905""",0,0.0,TRP Magazines Ltd,Hardcover,,1750,,,2017/02/15,to-read,to-read (#93),to-read,,,,0,0
965774,Mine's Bigger: Tom Perkins and the Making of the Greatest Sailing Machine Ever Built,David A. Kaplan,"Kaplan, David A.",,"=""0061227943""","=""9780061227943""",2,3.89,William Morrow,Hardcover,288,2007,2007,,2017/02/15,,,read,,,,2,0
158788,"The Journey to the West, Volume 1 (Journey to the West)",Wu Cheng'en,"Cheng'en, Wu",Anthony C. Yu,"=""0226971503""","=""9780226971506""",0,4.26,University of Chicago Press,Paperback,544,1980,1592,,2017/02/15,to-read,to-read (#92),to-read,,,,0,0
16101012,The Hueys in... It Wasn't Me,Oliver Jeffers,"Jeffers, Oliver",,"=""0399257683""","=""9780399257681""",3,3.55,Philomel Books,Hardcover,32,2014,2013,,2017/02/15,,,read,,,,1,0
6328,Revolting Rhymes,Roald Dahl,"Dahl, Roald",Quentin Blake,"=""0142302260""","=""9780142302262""",0,4.15,Puffin,Paperback,32,2003,1982,,2017/02/15,to-read,to-read (#91),to-read,,,,0,0
26212082,Doctor Strange: The Oath #1 (of 5),Brian K. Vaughan,"Vaughan, Brian K.","Marcos Martín, Álvaro López","=""""","=""""",0,4.12,Marvel,Kindle Edition,24,2006,2006,,2017/02/14,to-read,to-read (#90),to-read,,,,0,0
5776788,"Sandman Slim (Sandman Slim, #1)",Richard Kadrey,"Kadrey, Richard",,"=""0061714305""","=""9780061714306""",0,3.95,Harper Voyager,Hardcover,388,2009,2009,,2017/02/14,to-read,to-read (#89),to-read,,,,0,0
47212,"Storm Front (The Dresden Files, #1)",Jim  Butcher,"Butcher, Jim",,"=""0451457811""","=""9780451457813""",3,3.97,Penguin ROC,Paperback,372,2000,2000,,2017/02/14,,,read,,,,1,0
26883558,The Ballad of Black Tom,Victor LaValle,"LaValle, Victor",,"=""0765387867""","=""9780765387868""",0,3.82,Tordotcom,Paperback,149,2016,2016,,2017/02/14,to-read,to-read (#87),to-read,,,,0,0
31357411,Toddlers Are Assholes,Bunmi Laditan,"Laditan, Bunmi",,"=""0147523567""","=""9780147523563""",0,4.13,Penguin Random House Audio Publishing Group,Audiobook,,2015,2015,,2017/02/14,to-read,to-read (#86),to-read,,,,0,0
6158627,The Complete Guide to Rocks & Minerals,John Farndon,"Farndon, John",,"=""1572152222""","=""9781572152229""",0,4.20,JG Press,Hardcover,256,2008,2006,,2017/02/11,,,read,,,,2,0
342232,Simon & Schuster's Guide to Rocks and Minerals,Simon & Schuster,"Schuster, Simon &",,"=""0671243969""","=""9780671243968""",0,4.24,Simon & Schuster,Hardcover,607,1978,1978,,2017/02/11,,,read,,,,2,0
36321,The Dream Cycle of H.P. Lovecraft: Dreams of Terror and Death,H.P. Lovecraft,"Lovecraft, H.P.",Neil Gaiman,"=""0345384210""","=""9780345384218""",0,4.23,Del Rey,Paperback,387,2003,1934,,2017/02/11,forgot,forgot (#169),read,,,,2,0
772699,Mind Fields,Harlan Ellison,"Ellison, Harlan",Jacek Yerka,"=""0962344796""","=""9780962344794""",0,4.27,MORPHEUS INTL,Paperback,71,1900,1994,,2017/02/11,forgot,forgot (#168),read,,,,2,0
8908,World War Z: An Oral History of the Zombie War,Max Brooks,"Brooks, Max",,"=""0307346609""","=""9780307346605""",0,4.02,Crown,Hardcover,342,2006,2006,,2017/02/13,forgot,forgot (#167),read,,,,1,0
23754,"The Sandman, Vol. 1: Preludes & Nocturnes",Neil Gaiman,"Gaiman, Neil","Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger, Daniel Vozzo","=""1563892278""","=""9781563892271""",0,4.25,DC Comics: Vertigo,Hardcover,240,1998,1988,,2017/02/13,did-not-finish,did-not-finish (#5),read,,,,1,0
16793,Stardust,Neil Gaiman,"Gaiman, Neil",,"=""0061142026""","=""9780061142024""",0,4.10,Harper Perennial,Paperback,248,2006,1999,,2017/02/13,forgot,forgot (#166),read,,,,1,0
17061,Coraline,Neil Gaiman,"Gaiman, Neil",Dave McKean,"=""0061139378""","=""9780061139376""",0,4.13,William Morrow Paperbacks,Paperback,208,2006,2002,,2017/02/13,forgot,forgot (#165),read,,,,1,0
43545,"The Once and Future King (The Once and Future King, #1-5)",T.H. White,"White, T.H.",,"=""""","=""""",0,4.07,Ace,Mass Market Paperback,639,1987,1958,,2017/02/13,did-not-finish,did-not-finish (#4),read,,,,1,0
61975,"Dragonflight (Dragonriders of Pern, #1)",Anne McCaffrey,"McCaffrey, Anne",,"=""0345484266""","=""9780345484260""",0,4.08,Del Rey,Paperback,299,2005,1968,,2017/02/13,forgot,forgot (#164),read,,,,1,0
43615,"The Gunslinger (The Dark Tower, #1)",Stephen  King,"King, Stephen",,"=""""","=""""",0,3.91,Plume,Paperback,231,2003,1982,,2017/02/13,to-read,to-read (#85),to-read,,,,0,0
9569,Villa Incognito,Tom Robbins,"Robbins, Tom",,"=""1842431021""","=""9781842431023""",3,3.69,No Exit Press,Paperback,256,2004,2003,,2017/02/13,,,read,,,,2,0
8682,Jitterbug Perfume,Tom Robbins,"Robbins, Tom",,"=""1842430351""","=""9781842430354""",0,4.23,No Exit Press,Paperback,342,2001,1984,,2017/02/13,forgot,forgot (#163),read,,,,1,0
9566,Still Life with Woodpecker,Tom Robbins,"Robbins, Tom",,"=""184243022X""","=""9781842430224""",4,4.04,No Exit Press,Paperback,277,2001,1980,,2017/02/13,,,read,,,,1,0
4980,Breakfast of Champions,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385334206""","=""9780385334204""",4,4.06,Dell Publishing,Paperback,303,1999,1973,,2017/02/13,forgot,forgot (#162),read,,,,1,0
135479,Cat’s Cradle,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",5,4.15,Penguin,Paperback,306,1999,1963,,2017/02/13,,,read,,,,2,0
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",0,4.10,Dial Press,Paperback,275,1999,1969,,2017/02/13,forgot,forgot (#161),read,,,,1,0
472331,Watchmen,Alan             Moore,"Moore, Alan","Dave Gibbons, John    Higgins","=""0930289234""","=""9780930289232""",3,4.39,DC Comics,Paperback,416,2005,1987,,2017/02/13,,,read,,,,2,0
228665,"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,"Jordan, Robert",,"=""0812511816""","=""9780812511819""",3,4.19,Tor Books,Mass Market Paperback,800,1990,1990,,2017/02/13,,,read,,,,1,0
21787,The Princess Bride,William Goldman,"Goldman, William",,"=""0345418263""","=""9780345418265""",0,4.27,Ballantine Books,Paperback,429,2003,1973,,2017/02/13,to-read,to-read (#84),to-read,,,,0,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",0,3.99,HarperPerennial / Perennial Classics,Paperback,288,1998,1932,,2017/02/13,forgot,forgot (#160),read,,,,1,0
5470,1984,George Orwell,"Orwell, George",,"=""""","=""""",0,4.20,New American Library,Mass Market Paperback,328,1950,1948,,2017/02/13,did-not-finish,did-not-finish (#3),read,,,,1,0
375802,"Ender’s Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0812550706""","=""9780812550702""",4,4.31,Tor,Mass Market Paperback,324,2004,1985,,2017/02/13,,,read,,,,2,0
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",2,4.45,Bantam,Mass Market Paperback,835,2005,1996,,2017/02/13,,,read,,,,2,0
15348,Bored of the Rings: A Parody of J.R.R. Tolkien's Lord of the Rings,The Harvard Lampoon,"Lampoon, The Harvard","Henry N. Beard, Douglas C. Kenney","=""0451452615""","=""9780451452610""",3,3.16,Roc Trade,Paperback,149,1993,1969,,2017/02/13,,,read,,,,1,0
5907,"The Hobbit, or There and Back Again",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin","=""""","=""""",4,4.30,Houghton Mifflin,Paperback,366,2002,1937,,2017/02/13,,,read,,,,2,0
34,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.","Francis Ledoux, Maria Skibniewska","=""0618346252""","=""9780618346257""",2,4.41,Houghton Mifflin Harcourt,Paperback,398,2003,1954,,2017/02/13,,,read,,,,1,0
1227727,FoxTrot: A FoxTrot Collection,Bill Amend,"Amend, Bill",,"=""0836218566""","=""9780836218565""",4,4.19,Andrews McMeel Publishing,Paperback,128,1989,1989,,2017/02/13,,,read,,,,2,0
109648,The Far Side Gallery 2,Gary Larson,"Larson, Gary",Stephen  King,"=""0836220854""","=""9780836220858""",4,4.41,Andrews McMeel Publishing,Paperback,192,1986,1986,,2017/02/13,,,read,,,,2,0
77281,The Far Side Gallery,Gary Larson,"Larson, Gary",,"=""0836220625""","=""9780836220629""",4,4.44,Andrews McMeel Publishing,Paperback,192,1984,1982,,2017/02/13,,,read,,,,2,0
233691,The Far Side Gallery 3,Gary Larson,"Larson, Gary",,"=""0836218310""","=""9780836218312""",4,4.43,Andrews McMeel Publishing,Paperback,192,1988,1984,,2017/02/13,,,read,,,,2,0
1060734,The City of Greyhawk (Advanced Dungeons and Dragons: Greyhawk Adventures) Boxed Set,Douglas Niles,"Niles, Douglas","Mike Breault, Kim Mohan","=""0880387319""","=""9780880387316""",0,3.80,"TSR, Inc.",Boxed Set,192,1989,1989,,2017/02/13,forgot,forgot (#159),read,,,,1,0
1446656,Vikings Campaign Sourcebook,David Zeb Cook,"Cook, David Zeb","Ned Dameron, David C. Sutherland III","=""1560761288""","=""9781560761280""",0,3.62,TSR,Paperback,96,1991,1991,,2017/02/13,forgot,forgot (#158),read,,,,1,0
723128,"Tome of Magic (Advanced Dungeon & Dragons, 2th Edition)",David Zeb Cook,"Cook, David Zeb","Anthony Herring, Christopher Kubasik, Carl Sargent, Rick Swan, Nigel Findley","=""1560761075""","=""9781560761075""",0,3.78,TSR,Hardcover,210,1991,1991,,2017/02/13,forgot,forgot (#157),read,,,,1,0
731973,The Complete Thief's Handbook,John Nephew,"Nephew, John",,"=""0880387807""","=""9780880387804""",0,3.67,"TSR, Inc",Paperback,128,1990,1990,,2017/02/13,forgot,forgot (#156),read,,,,1,0
802975,The Complete Priest's Handbook,Aaron Allston,"Allston, Aaron",,"=""0880388188""","=""9780880388184""",0,3.48,"TSR, Inc",Paperback,128,1990,1990,,2017/02/13,forgot,forgot (#155),read,,,,1,0
497307,The Complete Fighter's Handbook,Aaron Allston,"Allston, Aaron",,"=""0880387793""","=""9780880387798""",0,3.69,"TSR, Inc",Paperback,126,1989,1989,,2017/02/13,forgot,forgot (#154),read,,,,1,0
802979,The Complete Book of Humanoids,Bill Slavicsek,"Slavicsek, Bill",,"=""1560766115""","=""9781560766117""",0,3.63,"TSR, Inc",Paperback,128,1993,1993,,2017/02/13,forgot,forgot (#153),read,,,,1,0
802980,The Complete Book of Elves,Colin McComb,"McComb, Colin",,"=""1560763760""","=""9781560763765""",0,3.69,"TSR, Inc",Paperback,128,1993,1993,,2017/02/13,forgot,forgot (#152),read,,,,1,0
803021,The Complete Book of Dwarves,Jim Bambra,"Bambra, Jim",,"=""1560761105""","=""9781560761105""",0,3.61,"TSR, Inc",Paperback,128,1991,1991,,2017/02/13,forgot,forgot (#151),read,,,,1,0
737327,"The Complete Spacefarer's Handbook (Spelljammer Campaign Reference, Advanced Dungeons & Dragons, 2nd Edition)",Barbara G. Young,"Young, Barbara G.",,"=""1560763477""","=""9781560763475""",0,4.00,TSR,Paperback,127,1992,1992,,2017/02/13,forgot,forgot (#150),read,,,,1,0
737326,"SpellJammer: Lost Ships (Advanced Dungeons & Dragons 2nd Edition, Stock #9280)",Ed Greenwood,"Greenwood, Ed",,"=""0880388315""","=""9780880388313""",0,3.44,TSR,Paperback,96,1990,1990,,2017/02/13,forgot,forgot (#149),read,,,,1,0
737342,"Realmspace (Advanced Dungeons & Dragons/Spelljammer, SJR2)",Dale Henson,"Henson, Dale",,"=""1560760524""","=""9781560760528""",0,3.55,Wizards of the Coast,Paperback,96,1991,1991,,2017/02/13,forgot,forgot (#148),read,,,,1,0
737330,Spelljammer: Adventures in Space,Jeff Grubb,"Grubb, Jeff",,"=""0880387629""","=""9780880387620""",0,3.65,TSR Inc.,Paperback,128,1989,1989,,2017/02/13,forgot,forgot (#147),read,,,,1,0
58147,"Player's Handbook (Advanced Dungeons & Dragons, 2nd Edition)",David Zeb Cook,"Cook, David Zeb",,"=""0880387165""","=""9780880387163""",0,4.07,Wizards of the Coast,Hardcover,255,1989,1989,,2017/02/13,forgot,forgot (#146),read,,,,1,0
1410150,Monstrous Compendium: Ravenloft:  Appendix: (Advanced Dungeons & Dragons 2nd Edition),William Connors,"Connors, William",,"=""1560761083""","=""9781560761082""",0,3.67,"TSR, Inc.",Looseleaf,32,1991,1991,,2017/02/13,forgot,forgot (#145),read,,,,1,0
737334,"Monstrous Compendium: Spelljammer Appendix, Volume 2, 2nd edition (Advanced Dungeons & Dragons)",John Terra,"Terra, John",,"=""0880388714""","=""9780880388719""",0,3.56,Wizards of the Coast,3-Ring Binder,70,1990,1990,,2017/02/13,forgot,forgot (#144),read,,,,1,0
1893636,Monstrous Compendium: Outer Planes Appendix,James Lafountain,"Lafountain, James","Thomas Baxa, Timothy B. Brown","=""1560760559""","=""9781560760559""",0,3.50,TSR Hobbies,Paperback,96,1991,1991,,2017/02/13,forgot,forgot (#143),read,,,,1,0
1446598,Monstrous Compendium: Volume Two,Mike Breault,"Breault, Mike","Kim Mohan, Bruce Heard, Jay Batista, Scott Bennie, Grant Boucher, William W. Connors, David            Cook, Steve Gilbert, Heike Kubasch, James Lowder, Bruce Nesmith, Jon Pickens, Jean Rabe, Rick Swan, John Terra, Gary Thomas, Steve Winter","=""088038753X""","=""9780880387538""",0,3.49,TSR/Wizards of the Coast,Unbound,144,1989,1989,,2017/02/13,forgot,forgot (#142),read,,,,1,0
802903,Monstrous Compendium: Fiend Folio Appendix,Skip Williams,"Williams, Skip",Jean Rabe,"=""1560764287""","=""9781560764281""",0,3.65,TSR,Unbound,64,1992,1992,,2017/02/13,forgot,forgot (#141),read,,,,1,0
1893635,Monstrous Compendium: Al Qadim Appendix,Wolfgang Baur,"Baur, Wolfgang",Steve Kurtz,"=""1560763701""","=""9781560763703""",0,3.60,TSR,Unbound,64,1992,1992,,2017/02/13,forgot,forgot (#140),read,,,,1,0
1446586,Monstrous Compendium: Volume One,David Zeb Cook,"Cook, David Zeb",James Lowder,"=""0880387386""","=""9780880387385""",0,3.61,TSR,3-ring Binder,144,1989,1989,,2017/02/13,forgot,forgot (#139),read,,,,1,0
1807071,Monstrous Compendium: Kara-Tur Appendix,Rick Swan,"Swan, Rick",,"=""088038851X""","=""9780880388511""",0,3.28,Wizards of the Coast,Unbound,64,1990,1990,,2017/02/13,forgot,forgot (#138),read,,,,1,0
1691863,Monstrous Compendium: Greyhawk Adventures Appendix (Advanced Dungeons and Dragons),Grant Boucher,"Boucher, Grant","William W. Connors, Steve Gilbert, Chris Mortika, Bruce Nesmith, Skip Williams","=""0880388366""","=""9780880388368""",0,3.37,TSR,Looseleaf,64,1990,1990,,2017/02/13,forgot,forgot (#137),read,,,,1,0
291634,Monstrous Compendium Forgotten Realms Appendix,Jeff Grubb,"Grubb, Jeff","Ed Greenwood, Skip Williams","=""1560761113""","=""9781560761112""",0,3.46,TSR,Unbound,64,1992,1992,,2017/02/13,forgot,forgot (#136),read,,,,1,0
757447,Monstrous Compendium: Forgotten Realms Appendix,David Zeb Cook,"Cook, David Zeb","Steve Winter, Jon Pickens","=""0880387696""","=""9780880387699""",0,3.69,TSR,Paperback,210,1989,1989,,2017/02/13,forgot,forgot (#135),read,,,,1,0
58144,Monstrous Compendium: Dragonlance Appendix (Advanced Dungeons & Dragons),Rick Swan,"Swan, Rick",,"=""0880388226""","=""9780880388221""",0,3.50,TSR,Looseleaf,96,1990,1989,,2017/02/13,forgot,forgot (#134),read,,,,1,0
1691862,"Terrors Of The Desert (Monstrous Compendium, Dark Sun Appendix)",Tom Prusa,"Prusa, Tom","Louis J. Prosperi, Walter M. Baas, Kira Glass, Timothy B. Brown, William W. Connors, C. Terry Phillips","=""1560762721""","=""9781560762720""",0,3.62,TSR,Paperback,96,1992,1992,,2017/02/13,forgot,forgot (#133),read,,,,1,0
1060737,Legends and Lore (Advanced Dungeons and Dragons),James M. Ward,"Ward, James M.",Robert J. Kuntz,"=""0880380500""","=""9780880380508""",0,4.07,TSR,Hardcover,128,1984,1980,,2017/02/13,forgot,forgot (#132),read,,,,1,0
867687,Greyhawk Adventures,James M. Ward,"Ward, James M.",,"=""0880386495""","=""9780880386494""",0,3.52,"TSR, Inc.",Hardcover,128,1988,1988,,2017/02/13,forgot,forgot (#131),read,,,,1,0
291578,"The Drow of the Underdark: Forgotten Realms Accessory, 2nd Edition (Advanced Dungeons & Dragons)",Ed Greenwood,"Greenwood, Ed",,"=""1560761326""","=""9781560761327""",0,3.96,Wizards of the Coast,Paperback,128,1991,1991,,2017/02/13,forgot,forgot (#130),read,,,,1,0
291537,Forgotten Realms Official Game Accessory: Draconomicon (Advanced Dungeons & Dragons 2nd Edition),Nigel Findley,"Findley, Nigel",,"=""0880388765""","=""9780880388764""",0,3.57,TSR Inc.,Paperback,128,1990,1990,,2017/02/13,forgot,forgot (#129),read,,,,1,0
291567,"Aurora's Whole Realms Catalogue (Accessory, Forgotten Realms Game)",Anne B. Brown,"Brown, Anne B.",J. Robert King,"=""1560763272""","=""9781560763277""",0,4.06,Wizards of the Coast,Paperback,159,1992,1992,,2017/02/13,forgot,forgot (#128),read,,,,1,0
235749,"Dungeon Masters Guide (Advanced Dungeons & Dragons, 1st Edition)",E. Gary Gygax,"Gygax, E. Gary","David C. Sutherland III, D.A. Trampier, Darlene Pekul, Will McLean, David S. La Force, Erol Otus, Mike Carr","=""0935696024""","=""9780935696028""",0,4.36,TSR Inc.,Hardcover,240,1979,1979,,2017/02/13,forgot,forgot (#127),read,,,,1,0
58157,"Dungeon Master's Guide (Advanced Dungeons & Dragons, 2nd Edition)",David Zeb Cook,"Cook, David Zeb",,"=""0880387297""","=""9780880387293""",0,4.02,"TSR, Inc",Hardcover,192,1989,1989,,2017/02/13,forgot,forgot (#126),read,,,,1,0
718588,"Time of the Dragon: Dragonlance Box (Advanced Dungeons and Dragons Dragonlance, Boxed Set)",David Zeb Cook,"Cook, David Zeb",,"=""0880387734""","=""9780880387736""",0,3.56,Wizards of the Coast,Boxed Set,210,1989,1989,,2017/02/13,forgot,forgot (#125),read,,,,1,0
362725,"Dragonlance: Adventures (Advanced Dungeons & Dragons 1st Edition, Stock #2021)",Tracy Hickman,"Hickman, Tracy",Margaret Weis,"=""0880384522""","=""9780880384520""",0,4.09,TSR Hobbies,Hardcover,128,1987,1987,,2017/02/13,forgot,forgot (#124),read,,,,1,0
656918,Campaign Option: Council of Wyrms Setting,Bill Slavicsek,"Slavicsek, Bill",,"=""0786913835""","=""9780786913831""",0,3.62,TSR Inc.,Hardcover,202,1999,1994,,2017/02/13,forgot,forgot (#123),read,,,,1,0
800227,"Dungeon Master's Guide Rules Supplement: Campaign Sourcebook and Catacomb Guide (Advanced Dungeons & Dragons 2nd Edition, Stock #2112)",Paul Jaquays,"Jaquays, Paul",,"=""088038817X""","=""9780880388177""",0,3.67,TSR,Paperback,128,1990,1990,,2017/02/13,forgot,forgot (#122),read,,,,1,0
758271,Street Samurai Catalog,Tom Dowd,"Dowd, Tom",,"=""1555601227""","=""9781555601225""",0,3.55,Fasa,Paperback,117,1990,1990,,2017/02/13,forgot,forgot (#121),read,,,,1,0
523701,Shadowrun,FASA Corporation,"Corporation, FASA",Tom Dowd,"=""1555601960""","=""""",0,3.94,FASA Entertainment,Hardcover,295,1992,1991,,2017/02/13,forgot,forgot (#120),read,,,,1,0
22048766,Avalon Hill Runequest 3rd Deluxe Edition,Avalon Hill Company,"Company, Avalon Hill",,"=""""","=""""",0,3.92,Avalon Hill Company,Paperback,,,,,2017/02/13,forgot,forgot (#119),read,,,,1,0
