Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
17863,Accelerando,Charles Stross,"Stross, Charles",,"=""0441014151""","=""9780441014156""",0,3.87,Ace,Mass Market Paperback,415,2006,2005,,2025/12/14,to-read,to-read (#186),to-read,,,recommended by Ian,0,0
355862,Erasure,Percival Everett,"Everett, Percival",,"=""0786888156""","=""9780786888153""",0,4.17,Hyperion,Paperback,280,2002,2001,,2025/12/14,to-read,to-read (#185),to-read,,,,0,0
22328,Neuromancer (Sprawl #1),William Gibson,"Gibson, William",,"=""""","=""""",0,3.89,Ace Books,Mass Market Paperback,271,1985,1984,,2017/02/11,to-read,to-read (#6),to-read,,,,0,0
668019,"Firstborn (Dragonlance:  Elven Nations, #1)",Paul B. Thompson,"Thompson, Paul B.",Tonya C. Cook,"=""0786933674""","=""9780786933679""",0,3.89,Wizards of the Coast,Mass Market Paperback,310,2004,1991,,2017/02/13,forgot,forgot (#98),read,,,,1,0
33375622,Her Body and Other Parties: Stories,Carmen Maria Machado,"Machado, Carmen Maria",,"=""155597788X""","=""9781555977887""",0,3.80,Graywolf Press,Paperback,248,2017,2017,,2025/07/19,to-read,to-read (#184),to-read,,,,1,0
42036538,"Gideon the Ninth (The Locked Tomb, #1)",Tamsyn Muir,"Muir, Tamsyn",,"=""1250313198""","=""9781250313195""",0,4.18,Tor,Hardcover,448,2019,2019,,2025/07/19,to-read,to-read (#183),to-read,,,,0,0
102303,Why Didn't They Ask Evans?,Agatha Christie,"Christie, Agatha",,"=""0312981597""","=""9780312981594""",3,3.91,Minotaur Books,Mass Market Paperback,288,2002,1934,2024/11/08,2024/04/30,,,read,,,,1,0
18910443,The Voyager's Handbook: The Essential Guide to Blue Water Cruising,Beth A. Leonard,"Leonard, Beth A.",,"=""0071784489""","=""9780071784481""",5,4.43,International Marine/Ragged Mountain Press,Kindle Edition,1350,2006,1998,,2017/02/11,,,read,,,,2,0
48484,"Blindsight (Firefall, #1)",Peter Watts,"Watts, Peter",,"=""0765312182""","=""9780765312181""",0,4.00,Tor Books,Hardcover,384,2006,2006,,2020/11/10,to-read,to-read (#155),to-read,,,,0,0
33356,Jennifer Government,Max Barry,"Barry, Max",,"=""0349117624""","=""9780349117621""",0,3.68,Abacus ,Paperback,335,2004,2002,,2024/04/30,to-read,to-read (#182),to-read,,,,0,0
41315,Syrup,Max Barry,"Barry, Max",,"=""0140291873""","=""9780140291872""",0,3.88,New York : Penguin Books,Paperback,304,2000,1999,,2024/04/30,to-read,to-read (#181),to-read,,,,0,0
57933306,Stolen Focus: Why You Can't Pay Attention— and How to Think Deeply Again,Johann Hari,"Hari, Johann",,"=""0593138511""","=""9780593138519""",3,4.22,Crown,Hardcover,357,2022,2022,,2024/03/19,did-not-finish,did-not-finish (#12),read,,,,1,0
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Riordan, Rick",,"=""0786838655""","=""9780786838653""",0,4.31,Disney Hyperion Books,Paperback,377,2006,2005,,2024/01/02,to-read,to-read (#180),to-read,,,,0,0
7069,The World According to Garp,John Irving,"Irving, John",,"=""0345915593""","=""9780345915597""",0,4.11,Ballantine Books,Hardcover,610,1999,1978,,2023/12/20,to-read,to-read (#179),to-read,,,,0,0
329783,The Complete Rigger's Apprentice: Tools and Techniques for Modern and Traditional Rigging,Brion Toss,"Toss, Brion",,"=""0070648409""","=""9780070648401""",0,4.34,International Marine/Ragged Mountain Press,Hardcover,416,1997,1997,,2023/11/22,to-read,to-read (#178),to-read,,,,0,0
226004,"A Deepness in the Sky (Zones of Thought, #2)",Vernor Vinge,"Vinge, Vernor",,"=""0812536355""","=""9780812536355""",3,4.32,Tor Science Fiction,Mass Market Paperback,775,2000,1999,2017/06/23,2017/02/11,,,read,,,,2,0
335397,Two Years Before the Mast: A Sailor's Life at Sea,Richard Henry Dana Jr.,"Jr., Richard Henry Dana",,"=""1402179626""","=""9781402179624""",5,4.03,Adamant Media Corporation,Paperback,292,2001,1840,,2023/04/27,,,read,,,,1,0
58437521,The Candy House,Jennifer Egan,"Egan, Jennifer",,"=""1476716765""","=""9781476716763""",0,3.64,Scribner,Hardcover,352,2022,2022,2023/08/28,2023/08/28,did-not-finish,did-not-finish (#11),read,,,,1,0
22733729,"The Long Way to a Small, Angry Planet (Wayfarers, #1)",Becky Chambers,"Chambers, Becky",,"=""1500453307""","=""9781500453305""",0,4.17,CreateSpace Independent Publishing Platform ,Paperback,518,2014,2014,2023/08/28,2020/11/10,did-not-finish,did-not-finish (#10),read,,,,1,0
55710260,This Is How You Lose the Time War,Amal El-Mohtar,"El-Mohtar, Amal",Max Gladstone,"=""""","=""""",0,3.84,Gallery / Saga Press,Kindle Edition,223,2019,2019,,2023/05/15,to-read,to-read (#177),to-read,,,,0,0
53597791,"Master and Commander (Aubrey & Maturin, #1)",Patrick O'Brian,"O'Brian, Patrick",,"=""0393541584""","=""9780393541588""",0,4.07,W. W. Norton & Company,Paperback,384,2021,1969,,2023/02/20,to-read,to-read (#176),to-read,,,,0,0
84748,Mr. Midshipman Hornblower,C.S. Forester,"Forester, C.S.",,"=""""","=""""",0,4.18,Little Brown and Company,Hardcover,310,1998,1950,,2023/02/20,to-read,to-read (#175),to-read,,,,0,0
13187824,Abundance: The Future Is Better Than You Think (Exponential Technology Series),Peter H. Diamandis,"Diamandis, Peter H.",Steven Kotler,"=""1451614217""","=""9781451614213""",0,4.05,Free Press,Hardcover,400,2012,2012,,2023/02/10,to-read,to-read (#174),to-read,,,,0,0
54785515,Four Thousand Weeks: Time Management for Mortals,Oliver Burkeman,"Burkeman, Oliver",,"=""0374159122""","=""9780374159122""",4,4.17,"Farrar, Straus and Giroux",Hardcover,245,2021,2021,,2022/12/04,,,read,,,,1,0
15790837,"Let's Explore Diabetes with Owls: Essays, Etc.",David Sedaris,"Sedaris, David",,"=""0316154695""","=""9780316154697""",3,3.85,"Little, Brown and Company",Hardcover,275,2013,2013,,2017/02/11,,,read,,,,1,0
31817749,"The Stone Sky (The Broken Earth, #3)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",4,4.33,Orbit,Paperback,416,2017,2017,,2022/12/01,,,read,,,,1,0
26228034,"The Obelisk Gate (The Broken Earth, #2)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",4,4.29,Orbit,Paperback,410,2016,2016,,2022/12/01,,,read,,,,1,0
19161852,The Fifth Season (The Broken Earth #1),N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",4,4.29,Orbit,Paperback,468,2015,2015,,2020/11/10,,,read,,,,1,0
6617037,"Debt: The First 5,000 Years",David Graeber,"Graeber, David",,"=""1933633867""","=""9781933633862""",4,4.21,Melville House,Hardcover,534,2011,2011,,2021/06/02,,,read,,,,1,0
6444492,A Paradise Built in Hell: The Extraordinary Communities That Arise in Disaster,Rebecca Solnit,"Solnit, Rebecca",,"=""0670021075""","=""9780670021079""",0,3.95,Viking Adult,Hardcover,353,2009,2009,,2022/12/01,to-read,to-read (#173),to-read,,,,0,0
40604388,Walkaway,Cory Doctorow,"Doctorow, Cory",,"=""""","=""""",4,3.76,Tor Books,Kindle Edition,384,2017,2017,,2022/11/01,,,read,,,,1,0
56772060,Grimmish,Michael Winkler,"Winkler, Michael",,"=""0645049603""","=""9780645049602""",0,3.84,,Paperback,207,2021,,,2022/10/11,to-read,to-read (#172),to-read,,,,0,0
35820656,"Only Human (Themis Files, #3)",Sylvain Neuvel,"Neuvel, Sylvain",,"=""0399180117""","=""9780399180118""",0,3.63,Del Rey Books,Hardcover,336,2018,2018,,2022/09/08,,,read,,,,1,0
30134847,"Waking Gods (Themis Files, #2)",Sylvain Neuvel,"Neuvel, Sylvain",,"=""1101886722""","=""9781101886724""",0,4.00, Del Rey,Hardcover,336,2017,2017,,2022/09/08,,,read,,,,1,0
25733990,"Sleeping Giants (Themis Files, #1)",Sylvain Neuvel,"Neuvel, Sylvain",,"=""1101886692""","=""9781101886694""",0,3.82,Del Rey,Hardcover,320,2016,2016,,2017/02/11,,,read,,,,1,0
58082195,Raising Critical Thinkers: A Parent's Guide to Growing Wise Kids in the Digital Age,Julie Bogart,"Bogart, Julie",Barbara Oakley,"=""0593192281""","=""9780593192283""",0,4.00,Tarcher,Hardcover,352,2022,2022,,2022/09/08,to-read,to-read (#171),to-read,,,,0,0
53054943,The Jakarta Method: Washington's Anticommunist Crusade and the Mass Murder Program that Shaped Our World,Vincent Bevins,"Bevins, Vincent",,"=""1541742400""","=""9781541742406""",0,4.61,PublicAffairs,Hardcover,320,2020,2020,,2022/09/03,to-read,to-read (#170),to-read,,,,0,0
60643059,The Network State: How To Start a New Country,Balaji S. Srinivasan,"Srinivasan, Balaji S.",,"=""""","=""""",0,3.92,Amazon Kindle,Kindle Edition,262,2022,,,2022/07/19,to-read,to-read (#169),to-read,,,,0,0
82256,The Sovereign Individual: Mastering the Transition to the Information Age,James Dale Davidson,"Davidson, James Dale",William Rees-Mogg,"=""0684832720""","=""9780684832722""",0,4.18,Touchstone,Paperback,448,1999,1997,,2022/02/22,to-read,to-read (#168),to-read,,,,0,0
223380,Stories of Your Life and Others,Ted Chiang,"Chiang, Ted",,"=""0330426648""","=""9780330426640""",0,4.25,Small Beer Press,ebook,281,2010,2002,,2021/05/17,to-read,to-read (#167),to-read,,,,0,0
6665847,"Daemon (Daemon, #1)",Leinad Zeraus,"Zeraus, Leinad",Daniel Suarez,"=""0451228731""","=""9780451228734""",5,4.16,Signet Books,Mass Market Paperback,632,2009,2006,,2017/02/11,,,read,,,,3,0
4722934,The Life You Can Save: Acting Now to End World Poverty,Peter Singer,"Singer, Peter",,"=""1400067103""","=""9781400067107""",3,4.15,Random House (NY),Hardcover,224,2009,2009,2021/03/13,2020/11/10,,,read,,,,1,0
40550761,Legend of the Star Runner (Timmi Tobbson),J.I. Wagner,"Wagner, J.I.","Cindy Foehlich, Tracy Phua","=""3963267712""","=""9783963267710""",0,4.28,freshabooks,Kindle Edition,186,2018,,,2021/02/08,to-read,to-read (#166),to-read,,,,0,0
41044096,Island of the Blue Dolphins,Scott O'Dell,"O'Dell, Scott",,"=""0547488890""","=""9780547488899""",0,3.88,HMH Books for Young Readers,Kindle Edition,194,2010,1960,,2021/02/08,to-read,to-read (#165),to-read,,,,0,0
30152,In God We Trust: All Others Pay Cash,Jean Shepherd,"Shepherd, Jean",,"=""0385021747""","=""9780385021746""",0,3.87,Broadway Books,Paperback,264,1991,1966,,2021/01/01,to-read,to-read (#164),to-read,,,,0,0
55152480,Hope Runners of Gridlock,Simon de la Rouviere,"Rouviere, Simon de la",,"=""""","=""""",0,4.00,,ebook,,2020,,,2020/11/13,to-read,to-read (#163),to-read,,,,0,0
33080122,"The Calculating Stars (Lady Astronaut Universe, #1)",Mary Robinette Kowal,"Kowal, Mary Robinette",,"=""""","=""""",0,3.95,Tor Books,Paperback,431,2018,2018,,2020/11/10,to-read,to-read (#162),to-read,,,,0,0
18753656,Lagoon,Nnedi Okorafor,"Okorafor, Nnedi",,"=""1444762753""","=""9781444762754""",0,3.63,Hodder & Stoughton,Paperback,306,2014,2014,,2020/11/10,to-read,to-read (#161),to-read,,,,0,0
20170404,Station Eleven,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0385353308""","=""9780385353304""",0,4.07,Knopf,Hardcover,333,2014,2014,,2020/11/10,to-read,to-read (#160),to-read,,,,0,0
17333324,"Ancillary Justice (Imperial Radch, #1)",Ann Leckie,"Leckie, Ann",,"=""""","=""""",0,3.99,Orbit,Paperback,386,2013,2013,,2020/11/10,to-read,to-read (#159),to-read,,,,0,0
8855321,"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,"Corey, James S.A.",,"=""1841499889""","=""9781841499888""",0,4.31,Orbit,Paperback,561,2011,2011,,2020/11/10,to-read,to-read (#158),to-read,,,,0,0
17605440,"First Light (The Red, #1)",Linda Nagata,"Nagata, Linda",,"=""1937197131""","=""9781937197131""",0,3.77,Mythic Island Press ,Paperback,354,2013,2013,,2020/11/10,to-read,to-read (#157),to-read,,,,0,0
6597651,The Windup Girl,Paolo Bacigalupi,"Bacigalupi, Paolo",,"=""1597801577""","=""9781597801577""",0,3.75,Night Shade Books,Hardcover,359,2009,2009,,2020/11/10,to-read,to-read (#156),to-read,,,,0,0
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",0,4.35,Scholastic Press,Hardcover,374,2008,2008,,2020/11/10,,,read,,,,1,0
722414,Computer Lib/Dream Machines,Ted Nelson,"Nelson, Ted",,"=""0914845497""","=""9780914845492""",0,4.43,Tempus Books of Microsoft Press,Paperback,330,1987,1974,,2020/09/07,to-read,to-read (#154),to-read,,,,0,0
16071764,"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,"Sandberg, Sheryl",,"=""0385349947""","=""9780385349949""",0,3.95,Knopf,Hardcover,217,2013,,,2020/09/04,to-read,to-read (#153),to-read,,,,0,0
45731395,The Deficit Myth: Modern Monetary Theory and the Birth of the People's Economy,Stephanie Kelton,"Kelton, Stephanie",,"=""1541736184""","=""9781541736184""",0,4.03,PublicAffairs,Hardcover,327,2020,2020,,2020/09/04,to-read,to-read (#152),to-read,,,,0,0
28256439,"The Hidden Life of Trees: What They Feel, How They Communicate: Discoveries from a Secret World",Peter Wohlleben,"Wohlleben, Peter","Tim Flannery, Jane Billinghurst, Suzanne Simard","=""1771642483""","=""9781771642484""",0,4.07,Greystone Books,Hardcover,272,2016,2015,,2020/06/28,to-read,to-read (#151),to-read,,,,0,0
100085,"At the Mountains of Madness and Other Novels of Terror  (The H.P. Lovecraft Omnibus, #1)",H.P. Lovecraft,"Lovecraft, H.P.","August Derleth, E. Hoffman Price","=""0586063226""","=""9780586063224""",0,4.16,Granada Publishing Limited,Mass Market Paperback,552,1985,1964,,2017/02/11,to-read,to-read (#36),to-read,,,,0,0
28220854,"Futuristic Violence and Fancy Suits (Zoey Ashe, #1)",David  Wong,"Wong, David",Jason Pargin,"=""1250097754""","=""9781250097750""",0,3.98,St. Martin's Griffin,Paperback,384,2016,2015,,2020/05/12,to-read,to-read (#150),to-read,,,,0,0
18077875,Essentialism: The Disciplined Pursuit of Less,Greg McKeown,"McKeown, Greg",,"=""0804137382""","=""9780804137386""",0,4.06,Crown Currency,Hardcover,260,2014,2011,,2020/04/18,to-read,to-read (#149),to-read,,,,0,0
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",0,4.17,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,,2020/04/18,to-read,to-read (#148),to-read,,,,0,0
43848929,Talking to Strangers: What We Should Know About the People We Don't Know,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316478520""","=""9780316478526""",0,4.00,"Little, Brown and Company",Hardcover,388,2019,2019,,2020/03/15,to-read,to-read (#147),to-read,,,,0,0
302702,Mirrorshades: The Cyberpunk Anthology,Bruce Sterling,"Sterling, Bruce","William Gibson, Paul Di Filippo, Lewis Shiner, Tom Maddox, Pat Cadigan, Rudy Rucker, Marc Laidlaw, James Patrick Kelly, Greg Bear, John Shirley","=""""","=""""",0,3.94,Ace,Paperback,239,1988,1986,,2020/02/15,to-read,to-read (#146),to-read,,,,0,0
43352954,This Is How You Lose the Time War,Amal El-Mohtar,"El-Mohtar, Amal",Max Gladstone,"=""""","=""""",0,3.84,Saga Press,ebook,209,2019,2019,,2019/08/24,to-read,to-read (#142),to-read,,,,0,0
36510196,"Old Man's War (Old Man's War, #1)",John Scalzi,"Scalzi, John",,"=""""","=""""",0,4.23,Tor Books,Kindle Edition,318,2007,2005,,2019/12/12,to-read,to-read (#145),to-read,,,,0,0
37654736,Stuff and Nonsense (Threadbare #1),Andrew Seiple,"Seiple, Andrew",,"=""""","=""""",0,4.30,,Kindle Edition,240,2017,2017,,2019/12/12,to-read,to-read (#144),to-read,,,,0,0
43852758,How To: Absurd Scientific Advice for Common Real-World Problems,Randall Munroe,"Munroe, Randall",,"=""0525537090""","=""9780525537090""",0,4.17,Riverhead Books,Hardcover,308,2019,2019,,2019/08/27,to-read,to-read (#143),to-read,,,,0,0
103860,Mage: The Ascension,Stewart Wieck,"Wieck, Stewart",Chris Earley,"=""1565040651""","=""9781565040656""",0,3.95,White Wolf Pub,Paperback,310,1993,1993,,2017/02/13,forgot,forgot (#118),read,,,,1,0
26123,Learned Optimism: How to Change Your Mind and Your Life,Martin E.P. Seligman,"Seligman, Martin E.P.",,"=""1400078393""","=""9781400078394""",0,3.96,Vintage,Paperback,319,2006,1990,2019/03/22,2017/11/01,did-not-finish,did-not-finish (#9),read,,,,1,0
77507,"Red Mars (Mars Trilogy, #1)",Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0553560735""","=""9780553560732""",0,3.86,Spectra Books,Mass Market Paperback,572,1993,1992,2019/03/22,2017/04/05,did-not-finish,did-not-finish (#8),read,,,,1,0
40876575,Utopia for Realists: How We Can Build the Ideal World,Rutger Bregman,"Bregman, Rutger",,"=""0316471909""","=""9780316471909""",0,4.21,"Little, Brown and Company",Kindle Edition,262,2017,2014,,2019/03/22,to-read,to-read (#141),to-read,,,,0,0
43190546,"Whose Future Is It?: Cellarius Stories, Volume I",Steven Barnes,"Barnes, Steven","Cellarius, Alex de Campi, Tananarive Due, Brian Evenson, Porpentine Charity Heartscape, Richard   Larson, Sarah Pinsker, Shweta Taneja, David Wellington, Rich  Larson","=""194968802X""","=""9781949688023""",5,4.43,Genesis Thought Inc,Kindle Edition,330,2018,2018,,2019/01/18,,,read,,,,1,0
6452798,"Command and Control: Nuclear Weapons, the Damascus Accident, and the Illusion of Safety",Eric Schlosser,"Schlosser, Eric",,"=""1594202273""","=""9781594202278""",0,4.27,Penguin Books,Hardcover,656,2013,2013,,2019/01/18,to-read,to-read (#140),to-read,,,,0,0
2506433,The Day Before the Revolution,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,3.95,Zabalaza Books,ebook,20,2007,1974,,2019/01/05,to-read,to-read (#139),to-read,,,,0,0
276767,The Word for World Is Forest,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,4.07,,ebook,160,1989,1972,,2019/01/05,to-read,to-read (#138),to-read,,,,0,0
27262231,Winter's King,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,3.84,Harper Perennial,ebook,32,2017,2017,,2019/01/05,to-read,to-read (#137),to-read,,,,0,0
201889,City of Illusions,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,3.95,Ace Books,Mass Market Paperback,160,1967,1967,,2019/01/05,to-read,to-read (#136),to-read,,,,0,0
92610,Rocannon’s World,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0441732968""","=""9780441732968""",0,3.78,Ace,Mass Market Paperback,258,1966,1966,,2019/01/05,to-read,to-read (#134),to-read,,,,0,0
201882,Planet of Exile,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0441669514""","=""9780441669516""",0,3.72,Ace Books,Paperback,126,1971,1966,,2019/01/05,to-read,to-read (#135),to-read,,,,0,0
13651,The Dispossessed: An Ambiguous Utopia,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,4.26,Harper Voyager,Paperback,387,1994,1974,,2019/01/05,to-read,to-read (#133),to-read,,,,0,0
29605509,Against Elections: The Case for Democracy,David Van Reybrouck,"Reybrouck, David Van",Liz Waters,"=""1847924220""","=""9781847924223""",0,4.20,Random House UK,Paperback,208,2016,2013,,2019/01/04,to-read,to-read (#132),to-read,,,,0,0
1717806,A is for Salad,Mike Lester,"Lester, Mike",,"=""0399233881""","=""9780399233883""",5,4.03,Grosset & Dunlap,Hardcover,40,2000,2000,,2018/12/21,,,read,,,,1,0
6424171,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,"Crichton, Michael",,"=""0345370775""","=""9780345370778""",0,4.13,Ballantine Books,Mass Market Paperback,416,1991,1990,,2017/02/12,forgot,forgot (#29),read,,,,1,0
41793309,"McSweeney's Issue 54: The End of Trust (McSweeney’s Quarterly Concern, #54)",Dave Eggers,"Eggers, Dave",,"=""1944211608""","=""9781944211608""",0,3.93,McSweeney's Publishing,Hardcover,343,2018,,,2018/11/26,to-read,to-read (#131),to-read,,,,0,0
28220961,Sad Animal Facts,Brooke Barker,"Barker, Brooke",,"=""1250095085""","=""9781250095084""",0,4.18,Flatiron Books,Hardcover,213,2016,2016,,2018/11/25,to-read,to-read (#130),to-read,,,,0,0
17349203,"Fortunately, the Milk",Neil Gaiman,"Gaiman, Neil",Skottie Young,"=""0062224077""","=""9780062224071""",0,4.05,HarperCollins,Hardcover,128,2013,2013,,2018/11/25,to-read,to-read (#129),to-read,,,,0,0
9700137,"Hildafolk (Hilda, #1)",Luke Pearson,"Pearson, Luke",,"=""1907704043""","=""9781907704048""",0,4.25,Nobrow Press,Paperback,24,2010,2010,,2018/11/25,to-read,to-read (#128),to-read,,,,0,0
28691896,"Dog Man (Dog Man, #1)",Dav Pilkey,"Pilkey, Dav",,"=""0545581605""","=""9780545581608""",0,4.11,Graphix,Hardcover,231,2016,,,2018/11/25,to-read,to-read (#127),to-read,,,,0,0
18630,"The Player of Games (Culture, #2)",Iain M. Banks,"Banks, Iain M.",,"=""0061053562""","=""9780061053566""",3,4.28,HarperCollins,Paperback,293,1997,1988,,2018/11/24,,,read,,,,1,0
34728667,"Children of Blood and Bone (Legacy of Orïsha, #1)",Tomi Adeyemi,"Adeyemi, Tomi",,"=""1250170974""","=""9781250170972""",0,4.11,Henry Holt Company,Hardcover,544,2018,2018,,2018/11/24,to-read,to-read (#126),to-read,,,,0,0
36515770,Radical Markets: Uprooting Capitalism and Democracy for a Just Society,Eric A. Posner,"Posner, Eric A.",E. Glen Weyl,"=""0691177503""","=""9780691177502""",0,3.95,Princeton University Press,Hardcover,368,2018,2018,,2018/08/30,to-read,to-read (#125),to-read,,,,0,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""038549081X""","=""9780385490818""",3,4.15,Anchor Books,Paperback,311,1998,1985,,2017/05/02,,,read,,,,1,0
28963662,How This Book Was Made,Mac Barnett,"Barnett, Mac",Adam Rex,"=""1423152204""","=""9781423152200""",4,4.04,"Little, Brown Books for Young Readers",Hardcover,44,2016,2016,,2018/04/15,,,read,,,,2,0
24960945,Sonya's Chickens,Phoebe Wahl,"Wahl, Phoebe",,"=""1770497897""","=""9781770497894""",0,4.20,Tundra Books,Hardcover,32,2015,2015,,2018/04/14,to-read,to-read (#124),to-read,,,,0,0
108713,Pimp: The Story of My Life,Iceberg Slim,"Slim, Iceberg",Sapphire,"=""0862415934""","=""9780862415938""",0,4.00,Payback Pr,Paperback,311,2002,1967,,2018/04/10,to-read,to-read (#123),to-read,,,,0,0
29526076,Gator Goes by Bike,Keenan Hopson,"Hopson, Keenan",,"=""1364280213""","=""9781364320638""",0,4.14,Blurb,Paperback,32,2016,,,2018/04/05,to-read,to-read (#122),to-read,,,,0,0
30677,The Ghost in the Machine,Arthur Koestler,"Koestler, Arthur",,"=""0140191925""","=""9780140191929""",0,4.02,Arkana,Paperback,400,1990,1967,,2018/03/20,to-read,to-read (#121),to-read,,,,0,0
35880340,Change Agent,Daniel Suarez,"Suarez, Daniel",,"=""1101984678""","=""9781101984673""",0,3.98,Penguin Publishing Group,Paperback,416,2018,2017,,2018/03/11,to-read,to-read (#120),to-read,,,,0,0
6636491,Magic Gardens: The Memoirs of Viva Las Vegas,Viva Las Vegas,"Vegas, Viva Las",,"=""098014194X""","=""9780980141948""",0,3.80,Dame Rocket Press,Paperback,208,2009,2009,,2018/02/15,to-read,to-read (#119),to-read,,,,0,0
8935689,"Consider Phlebas (Culture, #1)",Iain M. Banks,"Banks, Iain M.",,"=""1857231384""","=""9781857231380""",2,3.85,Orbit,Paperback,467,1988,1987,2018/02/11,2017/05/10,,,read,,,,1,0
686344,"Coyote (Coyote Trilogy, #1)",Allen M. Steele,"Steele, Allen M.",,"=""0441011160""","=""9780441011162""",0,3.85,Ace,Mass Market Paperback,436,2003,2002,,2018/02/11,to-read,to-read (#118),to-read,,,,0,0
1215032,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""0756404738""","=""9780756404734""",3,4.55,DAW Books,Hardcover,994,2011,2011,2017/11/01,2017/03/21,,,read,,,,1,0
816,Cryptonomicon,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",3,4.23,Avon,Mass Market Paperback,1152,2002,1999,2017/10/19,2017/02/11,,,read,,,,1,0
27414464,Leave Me Alone!,Vera Brosgol,"Brosgol, Vera",,"=""1626724415""","=""9781626724419""",5,4.22,Roaring Brook Press,Hardcover,40,2016,2016,,2017/10/01,,,read,,,,1,0
31305539,Stack the Cats,Susie Ghahremani,"Ghahremani, Susie",,"=""1419723499""","=""9781419723490""",0,3.94,Abrams Appleseed,Hardcover,32,2017,2017,,2017/09/09,to-read,to-read (#117),to-read,,,,0,0
18170143,An Astronaut's Guide to Life on Earth,Chris Hadfield,"Hadfield, Chris",,"=""0316253014""","=""9780316253017""",0,4.17,"Little, Brown and Company",Hardcover,295,2013,2013,,2017/08/22,to-read,to-read (#116),to-read,,,,0,0
6845839,"Chi's Sweet Home, Volume 1",Kanata Konami,"Konami, Kanata",Ed Chavez,"=""1934287814""","=""9781934287811""",0,4.22,Vertical,Paperback,164,2010,2004,,2017/08/02,to-read,to-read (#115),to-read,,,,0,0
8879121,"Zita the Spacegirl (Zita the Spacegirl, #1)",Ben Hatke,"Hatke, Ben",,"=""1596434465""","=""9781596434462""",0,4.09,First Second,Paperback,186,2011,2011,,2017/08/02,to-read,to-read (#114),to-read,,,,0,0
20527133,"Superintelligence: Paths, Dangers, Strategies",Nick Bostrom,"Bostrom, Nick",,"=""0199678111""","=""9780199678112""",0,3.85,Oxford University Press,Hardcover,352,2014,2014,,2017/07/22,to-read,to-read (#113),to-read,,,,0,0
20518872,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""""","=""""",0,4.08,Tor Books,Hardcover,472,2014,2006,,2017/07/09,to-read,to-read (#112),to-read,,,,0,0
11233988,I Want My Hat Back,Jon Klassen,"Klassen, Jon",,"=""0763655988""","=""9780763655983""",0,4.35,Candlewick Press,Hardcover,40,2011,2011,,2017/07/04,to-read,to-read (#111),to-read,,,,0,0
13531024,This Is Not My Hat,Jon Klassen,"Klassen, Jon",,"=""0763655996""","=""9780763655990""",4,4.22,Candlewick Press,Hardcover,40,2012,2012,,2017/07/04,,,read,,,,1,0
28473874,We Found a Hat,Jon Klassen,"Klassen, Jon",,"=""""","=""""",4,4.29,Candlewick,Hardcover,56,2016,2016,,2017/07/04,,,read,,,,1,0
29488335,"Remanence (Confluence, #2)",Jennifer Foehner Wells,"Wells, Jennifer Foehner",,"=""""","=""""",4,4.06,Blue Bedlam Science Fiction,Kindle Edition,452,2016,2016,2017/06/08,2017/05/04,,,read,,,,1,0
28507895,"Ada Twist, Scientist: A Picture Book (The Questioneers)",Andrea Beaty,"Beaty, Andrea",David Roberts,"=""1419721372""","=""9781419721373""",5,4.47,Abrams Books for Young Readers,Hardcover,32,2016,2016,,2017/02/15,,,read,,,,1,0
