Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
458604,The Essential Ellison,Harlan Ellison,"Ellison, Harlan",,"=""0962344737""","=""9780962344732""",5,4.48,Morpheus International,Hardcover,1034,1991,1985,,2017/02/11,,,read,,,,1,,,0,,,,,
83978,Earth from Above,Yann Arthus-Bertrand,"Arthus-Bertrand, Yann","Lester Russell Brown, Hervé Le Bras, Jean-Robert Pitte","=""081095947X""","=""9780810959477""",5,4.35,Harry N. Abrams,Hardcover,440,2005,1999,,2017/02/11,,,read,,,,2,,,0,,,,,
498139,"Dragon Weather (Obsidian Chronicles, #1)",Lawrence Watt-Evans,"Watt-Evans, Lawrence",,"=""0812589556""","=""9780812589559""",0,3.99,Tor Fantasy,Mass Market Paperback,560,2000,1999,,2017/02/11,to-read,to-read (#15),to-read,,,,0,,,0,,,,,
8705,Dirk Gently's Holistic Detective Agency / The Long Dark Tea-time of the Soul (Dirk Gently #1-2),Douglas Adams,"Adams, Douglas",,"=""0517119129""","=""9780517119129""",0,4.18,Random House Value Publishing,Hardcover,436,1994,1987,,2017/02/11,to-read,to-read (#14),to-read,,,,0,,,0,,,,,
23168784,Dark Orbit,Carolyn Ives Gilman,"Gilman, Carolyn Ives",,"=""0765336294""","=""9780765336293""",5,3.67,Tor Books (Macmillan),Hardcover,303,2015,2015,,2017/02/11,,,read,,,,1,,,0,,,,,
6665847,Daemon (Daemon #1),Daniel Suarez,"Suarez, Daniel",,"=""0451228731""","=""9780451228734""",5,4.17,Signet,Mass Market Paperback,632,2009,2006,,2017/02/11,,,read,,,,2,,,0,,,,,
766955,"Click, Clack, Moo: Cows That Type",Doreen Cronin,"Cronin, Doreen",Betsy Lewin,"=""0689832133""","=""9780689832130""",5,4.23,Simon & Schuster Books for Young Readers,Hardcover,32,2000,1999,,2017/02/11,,,read,Cows can't type. This book is silly.,,,1,,,0,,,,,
10170545,"The Children of the Sky  (Zones of Thought, #3)",Vernor Vinge,"Vinge, Vernor",,"=""0312875622""","=""9780312875626""",0,3.61,Tor,Hardcover,444,2011,2011,,2017/02/11,to-read,to-read (#13),to-read,,,,0,,,0,,,,,
19350628,The Catcher in the Rye and JD Salinger,Andrew Hastings,"Hastings, Andrew",,"=""""","=""""",0,3.78,,Kindle Edition,29,2013,2013,,2017/02/11,to-read,to-read (#12),to-read,,,,1,,,0,,,,,
2094,A Briefer History of Time,Stephen Hawking,"Hawking, Stephen",Leonard Mlodinow,"=""0553804367""","=""9780553804362""",0,4.19,Bantam,Hardcover,176,2005,2005,,2017/02/11,to-read,to-read (#11),to-read,,,,0,,,0,,,,,
20819685,The Bone Clocks,David Mitchell,"Mitchell, David",,"=""1400065674""","=""9781400065677""",5,3.82,Random House,Hardcover,624,2014,2014,,2017/02/11,,,read,,,,2,,,0,,,,,
94754,Beyond Civilization: Humanity's Next Great Adventure,Daniel Quinn,"Quinn, Daniel",,"=""0609805363""","=""9780609805367""",0,3.88,Broadway Books,Paperback,208,2000,1999,,2017/02/11,to-read,to-read (#10),to-read,,,,0,,,0,,,,,
728471,The Berenstain Bears Go to the Doctor,Stan Berenstain,"Berenstain, Stan",Jan Berenstain,"=""0394848357""","=""9780394848358""",4,4.11,Random House Books for Young Readers,Paperback,32,1981,1981,,2017/02/11,,,read,,,,1,,,0,,,,,
68333,"Beggars in Spain (Sleepless, #1)",Nancy Kress,"Kress, Nancy",,"=""0060733489""","=""9780060733483""",0,3.94,Harper Voyager,Paperback,400,2004,1993,,2017/02/11,to-read,to-read (#9),to-read,,,,0,,,0,,,,,
23197269,Aurora,Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0316098108""","=""9780316098106""",0,3.73,Orbit,Hardcover,466,2015,2015,,2017/02/11,to-read,to-read (#8),to-read,,,,0,,,0,,,,,
92544,Angry Candy,Harlan Ellison,"Ellison, Harlan",,"=""0395924812""","=""9780395924815""",5,4.16,Mariner Books,Paperback,352,1998,1988,,2017/02/11,,,read,,,,2,,,0,,,,,
30165203,American Gods,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",3,4.11,William Morrow,Kindle Edition,635,2011,2001,,2017/02/11,,,read,,,,2,,,0,,,,,
21348,Aesop's Fables,Aesop,"Aesop, Aesop","Laura Harris, Laura Gibbs","=""0192840509""","=""9780192840509""",5,4.05,Oxford University Press,Paperback,306,2003,-560,,2017/02/11,,,read,,,,2,,,0,,,,,
16131226,"This is How You Die: Stories of the Inscrutable, Infallible, Inescapable Machine of Death (Machine of Death #2)",Ryan North,"North, Ryan","Matthew Bennardo, David Malki, Nathan Burgoine, Toby W. Rush, Rhiannon Kelly, Ryan Estrada, George Page III, Chandler Kaiden, Tom Francis, Grace Seybold, D.L.E. Roger, Daliso Chaponda, John Takis, Ada Hoffmann, Karen Stay Ahlstrom, Gord Sellar, Marleigh Norton, Sarah Pavis, Ren Warom, Liz Argall, John Chernega, Bill Chernega, Richard Salter, Ed    Turner, Hollan Lane, Martin Livings, Kyle Schoenfeld, M.J. Leitch, Brigita Orel, Erika Hammerschmidt, Rebecca    Black","=""1455529397""","=""9781455529391""",0,4.13,Grand Central Publishing,Paperback,508,2013,2013,,2015/07/02,to-read,to-read (#1),to-read,,,,0,,,0,,,,,
26114433,"Infomocracy (The Centenal Cycle, #1)",Malka Ann Older,"Older, Malka Ann",,"=""0765385155""","=""9780765385154""",0,3.56,Tor.com,Hardcover,380,2016,2016,,2017/01/02,to-read,to-read (#2),to-read,,,,0,,,0,,,,,
848029,Great Tales of Science Fiction,Robert Silverberg,"Silverberg, Robert",Martin H. Greenberg,"=""0883657015""","=""9780883657010""",0,3.79,BBS Publishing Corporation,Hardcover,529,1994,1986,,2017/02/11,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
22328,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",,"=""0441569595""","=""9780441569595""",0,3.88,Ace Books,Mass Market Paperback,271,1984,1984,,2017/02/11,to-read,to-read (#6),to-read,,,,0,,,0,,,,,
16686,The Fantasies of Robert A. Heinlein,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0312875576""","=""9780312875572""",0,3.88,Tor Books,Paperback,342,2002,1999,,2017/02/11,to-read,to-read (#5),to-read,,,,0,,,0,,,,,
7082,Do Androids Dream of Electric Sheep?,Philip K. Dick,"Dick, Philip K.",Roger Zelazny,"=""0345404475""","=""9780345404473""",0,4.08,Del Rey / Ballantine Books,Paperback,244,1996,1968,,2017/02/11,to-read,to-read (#4),to-read,,,,0,,,0,,,,,
23196,The River Why,David James Duncan,"Duncan, David James",,"=""0553344862""","=""9780553344868""",0,4.23,Bantam Books,Paperback,304,1984,1983,,2017/02/11,to-read,to-read (#3),to-read,,,,0,,,0,,,,,
4948,The Very Hungry Caterpillar,Eric Carle,"Carle, Eric",,"=""0241003008""","=""9780241003008""",4,4.29,Puffin Books,Board book,26,1994,1969,,2015/07/02,,,read,,,,1,,,0,,,,,
100915,"The Lion, the Witch, and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,"Lewis, C.S.",,"=""0060764899""","=""9780060764890""",5,4.20,HarperCollins Publishers,Paperback,206,2005,1950,,2015/07/02,,,read,,,,1,,,0,,,,,
30119,Where the Sidewalk Ends,Shel Silverstein,"Silverstein, Shel",,"=""0060513039""","=""9780060513030""",5,4.29,Harpercollins Childrens Books,Hardcover,176,2002,1974,,2015/07/02,,,read,,,,1,,,0,,,,,
19543,Where the Wild Things Are,Maurice Sendak,"Sendak, Maurice",,"=""0099408392""","=""9780099408390""",2,4.22,Red Fox,Paperback,37,2000,1963,,2015/07/02,,,read,,,,1,,,0,,,,,
7445,The Glass Castle,Jeannette Walls,"Walls, Jeannette",,"=""074324754X""","=""9780743247542""",5,4.25,Scribner,Paperback,288,2006,2005,,2015/07/02,,,read,,,,1,,,0,,,,,
9548075,"Machine of Death: A Collection of Stories About People Who Know How They Will Die (Machine of Death, #1)",Ryan North,"North, Ryan","Matthew Bennardo, David Malki, Camille Alexa, Yahtzee Croshaw, Randall Munroe, Brian Quinlan, Jeffrey Brown, Aaron Diaz, Kazu Kibuishi, Scott C., Roger Langridge, Karl Kerschl, Cameron Stewart, Tom Francis, Dean Trippe, Erin McKean, James L. Sutter, Kate Beaton, Jeff Stautz, J. Jack Unrau, Brandon Bolt, Shannon Wheeler, Kit Yona, Vera Brosgol, Jeffrey C. Wells, Christopher Hastings, K.M. Lawrence, David Michael Wharton, Brian McLachlan, John Chernega, Paul Horn, Camron Miller, Chris Cox, Les McClaine, Kevin McShane, Kean Soo, K. Sekelsky, James Foreman, Douglas J. Lane","=""0982167121""","=""9780982167120""",5,3.93,Machines of Death,Paperback,452,2010,2010,,2015/07/02,,,read,,,,1,,,0,,,,,
873165,The Annapolis Book of Seamanship,John Rousmaniere,"Rousmaniere, John",Mark Smith,"=""0684854201""","=""9780684854205""",5,4.35,Simon  Schuster,Hardcover,416,1999,2014,,2015/07/02,,,read,,,,1,,,0,,,,,
18007564,The Martian,Andy Weir,"Weir, Andy",,"=""0804139024""","=""9780804139021""",5,4.40,Crown,Hardcover,369,2014,2012,,2015/07/02,,,read,,,,1,,,0,,,,,
