Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
1446586,Monstrous Compendium: Volume One,David Zeb Cook,"Cook, David Zeb",,"=""0880387386""","=""9780880387385""",0,3.46,TSR,3-ring Binder,144,1989,1989,,2017/02/13,forgot,forgot (#139),read,,,,1,,,0,,,,,
1807071,Monstrous Compendium: Kara-Tur Appendix ,Rick Swan,"Swan, Rick",,"=""088038851X""","=""9780880388511""",0,3.07,TSR,Unbound,64,1990,1990,,2017/02/13,forgot,forgot (#138),read,,,,1,,,0,,,,,
1691863,Monstrous Compendium: Greyhawk Adventures Appendix (Advanced Dungeons and Dragons),Grant Boucher,"Boucher, Grant","William W. Connors, Steve Gilbert, Chris Mortika, Bruce Nesmith, Skip Williams","=""0880388366""","=""9780880388368""",0,3.32,TSR,Looseleaf,64,1990,1990,,2017/02/13,forgot,forgot (#137),read,,,,1,,,0,,,,,
291634,Monstrous Compendium Forgotten Realms Appendix,Jeff Grubb,"Grubb, Jeff","Ed Greenwood, Skip Williams","=""1560761113""","=""9781560761112""",0,3.48,TSR,Unbound,64,1992,1992,,2017/02/13,forgot,forgot (#136),read,,,,1,,,0,,,,,
757447,Monstrous Compendium: Forgotten Realms Appendix ,David Zeb Cook,"Cook, David Zeb","Steve Winter, Jon Pickens","=""0880387696""","=""9780880387699""",0,3.68,TSR,Paperback,210,1989,1989,,2017/02/13,forgot,forgot (#135),read,,,,1,,,0,,,,,
58144,Monstrous Compendium: Dragonlance Appendix (Advanced Dungeons and Dragons),Rick Swan,"Swan, Rick",,"=""0880388226""","=""9780880388221""",0,3.46,TSR,Looseleaf,96,1990,1989,,2017/02/13,forgot,forgot (#134),read,,,,1,,,0,,,,,
1691862,"Terrors Of The Desert (Monstrous Compendium, Dark Sun Appendix)",TSR Inc.,"Inc., TSR",,"=""1560762721""","=""9781560762720""",0,3.56,TSR,Paperback,210,1992,1992,,2017/02/13,forgot,forgot (#133),read,,,,1,,,0,,,,,
1060737,Legends and Lore (Advanced Dungeons and Dragons),James M. Ward,"Ward, James M.",Robert J. Kuntz,"=""0880380500""","=""9780880380508""",0,4.09,TSR,Hardcover,128,1984,1980,,2017/02/13,forgot,forgot (#132),read,,,,1,,,0,,,,,
867687,Greyhawk Adventures,James M. Ward,"Ward, James M.",,"=""0880386495""","=""9780880386494""",0,3.54,"TSR, Inc.",Hardcover,128,1988,1988,,2017/02/13,forgot,forgot (#131),read,,,,1,,,0,,,,,
291578,"The Drow of the Underdark: Forgotten Realms Accessory, 2nd Edition (Advanced Dungeons & Dragons)",Ed Greenwood,"Greenwood, Ed",,"=""1560761326""","=""9781560761327""",0,3.92,Wizards of the Coast,Paperback,128,1991,1991,,2017/02/13,forgot,forgot (#130),read,,,,1,,,0,,,,,
291537,Forgotten Realms Official Game Accessory: Draconomicon (Advanced Dungeons & Dragons 2nd Edition),Nigel Findley,"Findley, Nigel",,"=""0880388765""","=""9780880388764""",0,3.52,TSR,Paperback,128,1990,1990,,2017/02/13,forgot,forgot (#129),read,,,,1,,,0,,,,,
291567,"Aurora's Whole Realms Catalogue (Accessory, Forgotten Realms Game)",Anne B. Brown,"Brown, Anne B.","J. Robert King, Tim Beach, Karen S. Boomgarden, David Zeb Cook, Jeff Grubb, Julia Martin, Colin McComb, Thomas Reid, Steven Schend","=""1560763272""","=""9781560763277""",0,3.87,TSR,Paperback,159,1992,1992,,2017/02/13,forgot,forgot (#128),read,,,,1,,,0,,,,,
235749,Dungeon Masters Guide (Advanced Dungeons & Dragons 1st Edition),Gary Gygax,"Gygax, Gary","David C. Sutherland III, D.A. Trampier, Darlene Pekul, Will McLean, David S. La Force, Erol Otus, Mike Carr","=""0935696024""","=""9780935696028""",0,4.32,TSR Inc.,Hardcover,240,1979,1979,,2017/02/13,forgot,forgot (#127),read,,,,1,,,0,,,,,
58157,"Dungeon Master's Guide (Advanced Dungeons & Dragons, Stock #2100)",David Zeb Cook,"Cook, David Zeb",,"=""0880387297""","=""9780880387293""",0,3.98,TSR,Hardcover,192,1989,1989,,2017/02/13,forgot,forgot (#126),read,,,,1,,,0,,,,,
718588,"Time of the Dragon: Dragonlance Box (Advanced Dungeons and Dragons Dragonlance, Boxed Set)",David Zeb Cook,"Cook, David Zeb",,"=""0880387734""","=""9780880387736""",0,3.62,Wizards of the Coast,Boxed Set,210,1989,1989,,2017/02/13,forgot,forgot (#125),read,,,,1,,,0,,,,,
362725,"Dragonlance: Adventures (Advanced Dungeons & Dragons 1st Edition, Stock #2021)",Tracy Hickman,"Hickman, Tracy",Margaret Weis,"=""0880384522""","=""9780880384520""",0,4.05,TSR,Hardcover,128,1987,1987,,2017/02/13,forgot,forgot (#124),read,,,,1,,,0,,,,,
656918,Council of Wyrms (Advanced Dungeons & Dragons Campaign Option),Bill Slavicsek,"Slavicsek, Bill",,"=""0786913835""","=""9780786913831""",0,3.73,Wizards of the Coast,Hardcover,192,1999,1994,,2017/02/13,forgot,forgot (#123),read,,,,1,,,0,,,,,
800227,"Dungeon Master's Guide Rules Supplement: Campaign Sourcebook and Catacomb Guide (Advanced Dungeons & Dragons 2nd Edition, Stock #2112)",Paul Jaquays,"Jaquays, Paul",,"=""088038817X""","=""9780880388177""",0,3.47,TSR,Paperback,128,1990,1990,,2017/02/13,forgot,forgot (#122),read,,,,1,,,0,,,,,
758271,Street Samurai Catalog,Tom Dowd,"Dowd, Tom",,"=""1555601227""","=""9781555601225""",0,3.53,Fasa,Paperback,117,1990,1990,,2017/02/13,forgot,forgot (#121),read,,,,1,,,0,,,,,
523701,Shadowrun (Second Edition),FASA Corporation,"Corporation, FASA",Tom Dowd,"=""1555601960""","=""""",0,3.92,FASA Entertainment,Hardcover,295,1992,1991,,2017/02/13,forgot,forgot (#120),read,,,,1,,,0,,,,,
22048766,Avalon Hill Runequest 3rd Deluxe Edition (Bookcase Game),Avalon Hill Company,"Company, Avalon Hill",,"=""""","=""""",0,4.67,Avalon Hill Company,Paperback,,,,,2017/02/13,forgot,forgot (#119),read,,,,1,,,0,,,,,
829113,Beavis Butthead Chicken Soup For The Butt: A Guide To Finding Your Inner Butt (MTV's Beavis & Butt-Head),Andy Rheingold,"Rheingold, Andy",,"=""0671025988""","=""9780671025984""",4,3.84,MTV,Paperback,80,1998,1998,,2017/02/13,,,read,,,,2,,,0,,,,,
103860,Mage: The Ascension,Stewart Wieck,"Wieck, Stewart",Chris Earley,"=""1565040651""","=""9781565040656""",0,3.92,White Wolf Games Studio,Paperback,310,1993,1993,,2017/02/13,forgot,forgot (#118),read,,,,1,,,0,,,,,
1259840,GURPS Time Travel: Adventures Across Time and Dimension,Steve Jackson,"Jackson, Steve",John M. Ford,"=""1556341156""","=""9781556341151""",0,3.83,Steve Jackson Games,Paperback,128,1995,1993,,2017/02/13,forgot,forgot (#117),read,,,,1,,,0,,,,,
2895459,GURPS Supers,Lloyd Blankenship,"Blankenship, Lloyd",,"=""1556341121""","=""""",0,3.43,Steve Jackson Games,Paperback,112,1989,1989,,2017/02/13,forgot,forgot (#116),read,,,,1,,,0,,,,,
1524419,GURPS Psionics: Fantastic Powers of Mind Over Matter,David L. Pulver,"Pulver, David L.",,"=""1556341962""","=""9781556341960""",0,3.47,Steve Jackson Games,Paperback,128,1995,1995,,2017/02/13,forgot,forgot (#115),read,,,,1,,,0,,,,,
1925251,GURPS Martial Arts Adventures: Hard-Hitting Scenarios for GURPS Martial Arts,Chris W. McCubbin,"McCubbin, Chris W.","Stephen Dedman, C.J. Carella","=""1556342497""","=""9781556342493""",0,2.83,Steve Jackson Games,Paperback,128,1992,1992,,2017/02/13,forgot,forgot (#114),read,,,,1,,,0,,,,,
1106555,GURPS Magic: A Tome of Mystic Secrets for Fantasy Roleplaying,Steve Jackson,"Jackson, Steve",,"=""1556342861""","=""9781556342868""",0,3.49,Steve Jackson Games,Paperback,128,1997,1989,,2017/02/13,forgot,forgot (#113),read,,,,1,,,0,,,,,
877502,"GURPS Bestiary: Monsters, Beasts, and Companions",Steffan O'Sullivan,"O'Sullivan, Steffan",,"=""1556344120""","=""9781556344121""",0,3.58,Steve Jackson Games,Paperback,128,2000,2000,,2017/02/13,forgot,forgot (#111),read,,,,1,,,0,,,,,
1759367,GURPS Basic Set (GURPS Third Edition),Steve Jackson,"Jackson, Steve",,"=""155634127X""","=""9781556341274""",0,3.78,Steve Jackson Games,Paperback,272,1991,1989,,2017/02/13,forgot,forgot (#110),read,,,,1,,,0,,,,,
3776138,Gamma World Science Fantasy Role-Playing Game,James M. Ward,"Ward, James M.",,"=""0880383305""","=""9780880383301""",0,3.76,TSR,Paperback,98,1986,1978,,2017/02/13,forgot,forgot (#109),read,,,,1,,,0,,,,,
1435237,"Treasures Of The Ancients (Gamma World Game Accessory, Adventure Gwa1)",Dale Henson,"Henson, Dale",,"=""1560765771""","=""9781560765776""",0,4.00,TSR,Paperback,,,,,2017/02/13,forgot,forgot (#108),read,,,,1,,,0,,,,,
92906,"Before the Mask (Dragonlance: Villains, #1)",Michael   Williams,"Williams, Michael",Teri Williams,"=""1560765836""","=""9781560765837""",0,3.67,TSR Inc.,Mass Market Paperback,312,1993,1993,,2017/02/13,forgot,forgot (#107),read,,,,1,,,0,,,,,
92908,"Dark Heart (Dragonlance: Meetings Sextet, #3)",Tina Daniell,"Daniell, Tina",,"=""1560761164""","=""9781560761167""",0,3.62,TSR,Paperback,310,2005,1992,,2017/02/13,forgot,forgot (#106),read,,,,1,,,0,,,,,
108889,"The Oath and the Measure (Dragonlance: Meetings Sextet, #4)",Michael   Williams,"Williams, Michael",,"=""1560763361""","=""9781560763369""",0,3.70,Wizards of the Coast,Mass Market Paperback,311,1992,1993,,2017/02/13,forgot,forgot (#105),read,,,,1,,,0,,,,,
92905,"Steel and Stone (Dragonlance: Meetings Sextet, #5)",Ellen Porath,"Porath, Ellen",,"=""1560763396""","=""9781560763390""",0,3.70,Wizards of the Coast,Mass Market Paperback,311,1992,1992,,2017/02/13,forgot,forgot (#104),read,,,,1,,,0,,,,,
668830,"Kindred Spirits (Dragonlance: Meetings Sextet, #1)",Mark Anthony,"Anthony, Mark",Ellen Porath,"=""1560760699""","=""9781560760696""",0,3.82,TSR,Mass Market Paperback,307,1991,1991,,2017/02/13,forgot,forgot (#103),read,,,,1,,,0,,,,,
92882,"The Companions (Dragonlance: Meetings Sextet, #6)",Tina Daniell,"Daniell, Tina",,"=""156076340X""","=""9781560763406""",0,3.87,Wizards of the Coast,Mass Market Paperback,312,1993,1993,,2017/02/13,forgot,forgot (#102),read,,,,1,,,0,,,,,
534499,"Wanderlust (Dragonlance: Meetings Sextet, #2)",Mary Kirchoff,"Kirchoff, Mary",Steve Winter,"=""1560761156""","=""9781560761150""",0,3.78,TSR,Mass Market Paperback,312,1991,1991,,2017/02/13,forgot,forgot (#101),read,,,,1,,,0,,,,,
534480,"The Kinslayer Wars (Dragonlance: Elven Nations, #2)",Douglas Niles,"Niles, Douglas",,"=""0786933704""","=""9780786933709""",0,3.85,Wizards of the Coast,Mass Market Paperback,320,2004,1991,,2017/02/13,forgot,forgot (#100),read,,,,1,,,0,,,,,
534476,"The Qualinesti (Dragonlance: Elven Nations, #3)",Paul B. Thompson,"Thompson, Paul B.",Tonya C. Cook,"=""0786933739""","=""9780786933730""",0,3.80,Wizards of the Coast,Mass Market Paperback,320,2004,1991,,2017/02/13,forgot,forgot (#99),read,,,,1,,,0,,,,,
668019,"Firstborn (Dragonlance:  Elven Nations, #1)",Paul B. Thompson,"Thompson, Paul B.",Tonya C. Cook,"=""0786933674""","=""9780786933679""",0,3.86,Wizards of the Coast,Mass Market Paperback,310,2004,1991,,2017/02/13,forgot,forgot (#98),read,,,,1,,,0,,,,,
362677,"Kender, Gully Dwarves, and Gnomes (Dragonlance: Tales I, #2)",Margaret Weis,"Weis, Margaret","Tracy Hickman, Nancy Varian Berberick, Morris Simon, Barbara Siegel, Scott Siegel, Danny Peary, Harold Bakst, Richard A. Knaak, Nick O'Donohoe, Michael   Williams","=""0880383828""","=""9780880383820""",0,3.52,TSR Inc.,Mass Market Paperback,364,1987,1987,,2017/02/13,forgot,forgot (#97),read,,,,1,,,0,,,,,
871673,"The Reign of Istar (Dragonlance: Tales II, #1)",Margaret Weis,"Weis, Margaret","Tracy Hickman, Richard A. Knaak, Michael   Williams","=""1560763264""","=""9781560763260""",0,3.69,TSR,Paperback,342,1992,1992,,2017/02/13,forgot,forgot (#96),read,,,,1,,,0,,,,,
279585,"The War of the Lance (DragonLance: Tales II, #3)",Margaret Weis,"Weis, Margaret","Tracy Hickman, Richard A. Knaak, Michael   Williams","=""1560764317""","=""9781560764311""",0,3.88,TSR,Paperback,343,1992,1992,,2017/02/13,forgot,forgot (#95),read,,,,1,,,0,,,,,
28539,"The Magic of Krynn (DragonLance: Tales I, #1)",Margaret Weis,"Weis, Margaret","Tracy Hickman, Barbara Siegel, Scott Siegel, Roger E. Moore, Warren B. Smith, Nick O'Donohoe, Richard A. Knaak, Nancy Varian Berberick, Mary Kirchoff, Michael   Williams","=""0880384549""","=""9780880384544""",0,3.73,Wizards of the Coast,Paperback,350,2000,1987,,2017/02/13,forgot,forgot (#94),read,,,,1,,,0,,,,,
92894,"Love and War (Dragonlance: Tales I, #3)",Margaret Weis,"Weis, Margaret","Tracy Hickman, Harold Bakst, Barbara Siegel, Scott Siegel, Nick O'Donohoe, Nancy Varian Berberick, Richard A. Knaak, Paul B. Thompson, Laura Hickman, Kate Novak, Kevin D. Randle, Tonya C. Cook, Dezra Despain, Michael   Williams","=""0880385197""","=""9780880385190""",0,3.86,Wizards of the Coast,Mass Market Paperback,365,1987,1987,,2017/02/13,forgot,forgot (#93),read,,,,1,,,0,,,,,
871672,"The Cataclysm (Dragonlance: Tales II, #2)",Margaret Weis,"Weis, Margaret",Tracy Hickman,"=""1560764309""","=""9781560764304""",0,3.70,Wizards of the Coast,Mass Market Paperback,343,1992,1992,,2017/02/13,forgot,forgot (#92),read,,,,1,,,0,,,,,
92903,"Riverwind the Plainsman (Dragonlance: Preludes, #4; Preludes II, #1)",Paul B. Thompson,"Thompson, Paul B.",Tonya C. Cook,"=""0786930098""","=""9780786930098""",0,3.64,Wizards of the Coast,Mass Market Paperback,320,2003,1990,,2017/02/13,forgot,forgot (#91),read,,,,1,,,0,,,,,
57376,"Flint the King (Dragonlance: Preludes, #5; Preludes II, #2)",Mary Kirchoff,"Kirchoff, Mary",Douglas Niles,"=""0786930217""","=""9780786930210""",0,3.78,Wizards of the Coast,Paperback,320,2003,1990,,2017/02/13,forgot,forgot (#90),read,,,,1,,,0,,,,,
235475,"Tanis, the Shadow Years (Dragonlance: Preludes  #6; Preludes II, #3)",Barbara Siegel,"Siegel, Barbara",Scott Siegel,"=""078693039X""","=""9780786930395""",0,3.83,Wizards of the Coast,Mass Market Paperback,320,2003,1990,,2017/02/13,forgot,forgot (#89),read,,,,1,,,0,,,,,
92871,"Brothers Majere (Dragonlance: Preludes, #3)",Kevin Stein,"Stein, Kevin",,"=""0786929715""","=""9780786929719""",0,4.08,Wizards of the Coast,Mass Market Paperback,352,2003,1989,,2017/02/13,forgot,forgot (#88),read,,,,1,,,0,,,,,
92904,"Kendermore (Dragonlance: Preludes, #2)",Mary Kirchoff,"Kirchoff, Mary",,"=""0786929472""","=""9780786929474""",0,3.70,Wizards of the Coast,Paperback,346,2003,1989,,2017/02/13,forgot,forgot (#87),read,,,,1,,,0,,,,,
92895,"Darkness and Light (Dragonlance: Preludes, #1)",Paul B. Thompson,"Thompson, Paul B.",Tonya C. Cook,"=""0786929235""","=""9780786929238""",0,3.65,Wizards of the Coast,Mass Market Paperback,368,2003,1989,,2017/02/13,forgot,forgot (#86),read,,,,1,,,0,,,,,
362744,"Leaves from the Inn of the Last Home (Dragonlance: Leaves from the Inn of the Last Home, #1)",Margaret Weis,"Weis, Margaret",Tracy Hickman,"=""0880384654""","=""9780880384650""",0,3.89,Wizards of the Coast,Paperback,255,1993,1987,,2017/02/13,forgot,forgot (#85),read,,,,1,,,0,,,,,
534472,"Galen Beknighted (Dragonlance: Heroes, #6, Heroes II, #3)",Michael   Williams,"Williams, Michael",,"=""""","=""""",0,3.56,"TSR, Inc.",Mass Market Paperback,320,1990,1990,,2017/02/13,forgot,forgot (#84),read,,,,1,,,0,,,,,
235474,"The Gates of Thorbardin (Dragonlance: Heroes, #5) (Heroes II, #2)",Dan Parkinson,"Parkinson, Dan",,"=""0786932546""","=""9780786932542""",0,3.84,Wizards of the Coast,Mass Market Paperback,310,2004,1990,,2017/02/13,forgot,forgot (#83),read,,,,1,,,0,,,,,
29186,"Kaz the Minotaur (Dragonlance: Heroes, #4; Heroes II, #1)",Richard A. Knaak,"Knaak, Richard A.",,"=""0786932317""","=""9780786932313""",0,3.78,Wizards of the Coast,Mass Market Paperback,320,2004,1990,,2017/02/13,forgot,forgot (#82),read,,,,1,,,0,,,,,
425608,"Weasel's Luck (Dragonlance: Heroes, #3)",Michael   Williams,"Williams, Michael",,"=""0786931817""","=""9780786931811""",0,3.53,Wizards of the Coast,Mass Market Paperback,352,2004,1988,,2017/02/13,forgot,forgot (#81),read,,,,1,,,0,,,,,
478759,"Stormblade (Dragonlance: Heroes, #2)",Nancy Varian Berberick,"Berberick, Nancy Varian",,"=""0786931493""","=""9780786931491""",0,3.70,Wizards of the Coast,Mass Market Paperback,352,2004,1988,,2017/02/13,forgot,forgot (#80),read,,,,1,,,0,,,,,
25295,"The Legend of Huma (Dragonlance: Heroes, #1)",Richard A. Knaak,"Knaak, Richard A.",,"=""078693137X""","=""9780786931378""",0,4.03,Wizards of the Coast,Paperback,379,2004,1988,,2017/02/13,forgot,forgot (#79),read,,,,1,,,0,,,,,
68378,"Dragons of Spring Dawning (Dragonlance: Chronicles, #3)",Margaret Weis,"Weis, Margaret",Tracy Hickman,"=""0786930705""","=""9780786930708""",0,4.12,Wizards of the Coast,Hardcover,352,2003,1985,,2017/02/13,,,read,,,,1,,,0,,,,,
23454,"Dragons of Winter Night (Dragonlance: Chronicles, #2)",Margaret Weis,"Weis, Margaret",Tracy Hickman,"=""1932796789""","=""9781932796780""",0,4.13,Devil's Due Publishing,Paperback,358,2007,1985,,2017/02/13,forgot,forgot (#78),read,,,,1,,,0,,,,,
259836,"Dragons of Autumn Twilight  (Dragonlance: Chronicles, #1)",Margaret Weis,"Weis, Margaret",Tracy Hickman,"=""0786915749""","=""9780786915743""",0,4.01,Wizards of the Coast,Paperback,444,2000,1984,,2017/02/13,forgot,forgot (#77),read,,,,1,,,0,,,,,
15433,"Night Mare (Xanth, #6)",Piers Anthony,"Anthony, Piers",,"=""0345418549""","=""9780345418548""",0,3.81,Del Rey,paperback,320,1997,1982,,2017/02/13,forgot,forgot (#76),read,,,,1,,,0,,,,,
99452,"Ogre, Ogre (Xanth #5)",Piers Anthony,"Anthony, Piers",,"=""0345418530""","=""9780345418531""",0,3.73,Del Rey,paperback,307,1997,1982,,2017/02/13,forgot,forgot (#75),read,,,,1,,,0,,,,,
96980,"Centaur Aisle (Xanth, #4)",Piers Anthony,"Anthony, Piers",,"=""0345418522""","=""9780345418524""",0,3.78,Del Rey,Paperback,304,1997,1981,,2017/02/13,forgot,forgot (#74),read,,,,1,,,0,,,,,
498192,"Sweet Myth-Tery of Life (Myth Adventures, #10)",Robert Lynn Asprin,"Asprin, Robert Lynn",,"=""0898658594""","=""9780898658590""",0,3.84,Walsworth Pub Co,Hardcover,175,1994,1994,,2017/02/13,forgot,forgot (#73),read,,,,1,,,0,,,,,
148206,"M.Y.T.H. Inc. in Action (Myth Adventures, #9)",Robert Lynn Asprin,"Asprin, Robert Lynn",,"=""0441014844""","=""9780441014842""",0,3.94,Ace,Paperback,208,2007,1990,,2017/02/13,forgot,forgot (#72),read,,,,1,,,0,,,,,
552344,"Myth-Nomers and Im-Pervections (Myth Adventures, #8)",Robert Lynn Asprin,"Asprin, Robert Lynn",,"=""0441014615""","=""9780441014613""",0,3.92,Ace,Paperback,224,2006,1987,,2017/02/13,forgot,forgot (#71),read,,,,1,,,0,,,,,
148205,"M.Y.T.H. Inc. Link (Myth Adventures, #7)",Robert Lynn Asprin,"Asprin, Robert Lynn",,"=""0441014496""","=""9780441014491""",0,3.91,Ace,Paperback,176,2006,1986,,2017/02/13,forgot,forgot (#70),read,,,,1,,,0,,,,,
367390,"Little Myth Marker (Myth Adventures, #6)",Robert Lynn Asprin,"Asprin, Robert Lynn",,"=""0441014372""","=""9780441014378""",0,3.94,Ace,Paperback,208,2006,1985,,2017/02/13,forgot,forgot (#69),read,,,,1,,,0,,,,,
461627,"Myth-ing Persons (Myth Adventures, #5)",Robert Lynn Asprin,"Asprin, Robert Lynn",,"=""044101416X""","=""9780441014163""",0,3.97,Ace,Paperback,208,2006,1984,,2017/02/13,forgot,forgot (#68),read,,,,1,,,0,,,,,
552347,"Myth Directions (Myth Adventures, #3)",Robert Lynn Asprin,"Asprin, Robert Lynn",,"=""0441013848""","=""9780441013845""",0,4.05,Ace,Paperback,224,2006,1982,,2017/02/13,forgot,forgot (#67),read,,,,1,,,0,,,,,
13658,"The Other Wind (Earthsea Cycle, #6)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""044101125X""","=""9780441011254""",0,4.07,Ace Books,Paperback,211,2003,2001,,2017/02/13,to-read,to-read (#89),to-read,,,,0,,,0,,,,,
13659,"Tales from Earthsea (Earthsea Cycle, #5)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0441011241""","=""9780441011247""",0,4.00,Ace,Paperback,280,2003,2001,,2017/02/13,to-read,to-read (#88),to-read,,,,0,,,0,,,,,
13667,"The Farthest Shore (Earthsea Cycle, #3)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""141650964X""","=""9781416509646""",0,4.12,Gallery Books,Paperback,259,2004,1972,,2017/02/13,to-read,to-read (#86),to-read,,,,0,,,0,,,,,
13661,"Tehanu (Earthsea Cycle, #4)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""1416509631""","=""9781416509639""",0,3.90,Pocket Books,Paperback,281,2004,1990,,2017/02/13,to-read,to-read (#87),to-read,,,,0,,,0,,,,,
13662,"The Tombs of Atuan (Earthsea Cycle, #2)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0689845367""","=""9780689845369""",0,4.08,Saga Press,Mass Market Paperback,180,2001,1970,,2017/02/13,to-read,to-read (#85),to-read,,,,0,,,0,,,,,
13642,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0553383043""","=""9780553383041""",0,3.99,Bantam Spectra,Paperback,183,2004,1968,,2017/02/13,forgot,forgot (#66),read,,,,1,,,0,,,,,
11313,"Silver on the Tree (The Dark is Rising, #5)",Susan Cooper,"Cooper, Susan",,"=""0689840330""","=""9780689840333""",0,4.16,Margaret K. McElderry Books,Paperback,274,2000,1977,,2017/02/13,forgot,forgot (#65),read,,,,1,,,0,,,,,
222576,"The Grey King (The Dark Is Rising, #4)",Susan Cooper,"Cooper, Susan",,"=""1416949674""","=""9781416949671""",0,4.19,Margaret K. McElderry Books,Paperback,165,2007,1975,,2017/02/13,forgot,forgot (#64),read,,,,1,,,0,,,,,
24963,"Greenwitch (The Dark Is Rising, #3)",Susan Cooper,"Cooper, Susan",,"=""0689840349""","=""9780689840340""",0,4.00,Aladdin,Paperback,192,2000,1974,,2017/02/13,forgot,forgot (#63),read,,,,1,,,0,,,,,
210329,"The Dark Is Rising (The Dark is Rising, #2)",Susan Cooper,"Cooper, Susan",,"=""1416949658""","=""9781416949657""",0,4.07,Margaret K. McElderry ,Paperback,224,2007,1973,,2017/02/13,forgot,forgot (#62),read,,,,1,,,0,,,,,
11312,"Over Sea, Under Stone (The Dark Is Rising, #1)",Susan Cooper,"Cooper, Susan",,"=""068987121X""","=""9780689871214""",0,3.85,Aladdin Paperbacks,Paperback,196,2004,1965,,2017/02/13,forgot,forgot (#61),read,,,,1,,,0,,,,,
18131,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",Madeleine L'Engle,"L'Engle, Madeleine",,"=""0440498058""","=""9780440498056""",0,4.04,Yearling Books,Paperback,211,1973,1962,,2017/02/13,forgot,forgot (#60),read,,,,1,,,0,,,,,
355697,All Quiet on the Western Front,Erich Maria Remarque,"Remarque, Erich Maria",A.W. Wheen,"=""0449213943""","=""9780449213940""",0,3.93,Ballantine,Mass Market Paperback,296,1987,1929,,2017/02/13,forgot,forgot (#59),read,,,,1,,,0,,,,,
149302,"Silverthorn (The Riftwar Saga, #3)",Raymond E. Feist,"Feist, Raymond E.",,"=""0586064176""","=""9780586064177""",0,4.06,Grafton Books,Mass Market Paperback,432,1986,1985,,2017/02/13,forgot,forgot (#58),read,,,,1,,,0,,,,,
13813,"A Darkness At Sethanon (The Riftwar Saga, #4)",Raymond E. Feist,"Feist, Raymond E.",,"=""0586066888""","=""9780586066881""",0,4.18,Grafton Books,Mass Market Paperback,527,1987,1986,,2017/02/13,forgot,forgot (#57),read,,,,1,,,0,,,,,
18423,The Left Hand of Darkness,Ursula K. Le Guin,"Guin, Ursula K. Le",Lech Jęczmyk,"=""0441007317""","=""9780441007318""",0,4.06,Ace,Paperback,304,2000,1969,,2017/02/13,forgot,forgot (#56),read,,,,1,,,0,,,,,
179291,Work Is Hell,Matt Groening,"Groening, Matt",,"=""0007181302""","=""9780007181308""",0,4.16,HarperCollins Entertainment,Paperback,48,2004,1985,,2017/02/12,forgot,forgot (#55),read,,,,1,,,0,,,,,
214579,The Story of B: An Adventure of the Mind and Spirit,Daniel Quinn,"Quinn, Daniel",,"=""0553379011""","=""9780553379013""",5,4.11,Bantam,Paperback,352,1997,1996,,2017/02/12,,,read,,,,2,,,0,,,,,
77215,The Road to Mars: A Post-Modem Novel,Eric Idle,"Idle, Eric",,"=""0375703128""","=""9780375703126""",0,3.51,Vintage,Paperback,320,2000,1990,,2017/02/12,to-read,to-read (#84),to-read,,,,0,,,0,,,,,
30013,Prelude to Foundation,Isaac Asimov,"Asimov, Isaac",,"=""""","=""""",0,4.06,Voyager,Paperback,464,1994,1988,,2017/02/12,forgot,forgot (#54),read,,,,1,,,0,,,,,
5954,Narcissus and Goldmund,Hermann Hesse,"Hesse, Hermann",Ursule Molinaro,"=""0374506841""","=""9780374506841""",5,4.19,"The Noonday Press / Farrar, Straus Giroux",Paperback,320,1997,1930,,2017/02/12,,,read,,,,1,,,0,,,,,
179290,Love Is Hell,Matt Groening,"Groening, Matt",,"=""0679756655""","=""9780679756651""",0,4.09,Pantheon,Paperback,56,1986,1982,,2017/02/12,forgot,forgot (#53),read,,,,1,,,0,,,,,
34548,If Chins Could Kill: Confessions of A B Movie Actor,Bruce Campbell,"Campbell, Bruce",,"=""0312291450""","=""9780312291457""",2,3.99,L.A. Weekly Books,Paperback,344,2002,2001,,2017/02/12,,,read,,,,2,,,0,,,,,
30870,How Computers Work,Ron White,"White, Ron",Timothy Edward Downs,"=""0789734249""","=""9780789734242""",5,3.87,Que,Paperback,464,2005,1992,,2017/02/12,,,read,,,,1,,,0,,,,,
29581,Foundation and Empire (Foundation #2),Isaac Asimov,"Asimov, Isaac",,"=""0553803727""","=""9780553803723""",0,4.21,Spectra Books,Hardcover,256,2004,1952,,2017/02/12,to-read,to-read (#83),to-read,,,,0,,,0,,,,,
